,,,Aug,10 or fewer,10 or fewer,10 or fewer,806
,,,Sep,10 or fewer,10 or fewer,10 or fewer,750
,,,Oct,10 or fewer,10 or fewer,10 or fewer,872
,,,Nov,10 or fewer,10 or fewer,10 or fewer,743
,,,Dec,10 or fewer,10 or fewer,10 or fewer,826
,"Total: Total includes all data under the Oklahoma bucket, including data from rows not currently displayed.",2019,Jan,11,10 or fewer,11,23377
,,,Feb,10 or fewer,10 or fewer,10 or fewer,23539
,,,Mar,10 or fewer,10 or fewer,18,24042
,,,Apr,18,10 or fewer,11,22957
,,,May,12,29,15,23334
,,,Jun,16,89,23,24024
,,,Jul,12,184,19,24952
,,,Aug,13,159,13,24926
,,,Sep,10 or fewer,76,10 or fewer,25172
,,,Oct,10 or fewer,10 or fewer,10 or fewer,24695
,,,Nov,10 or fewer,10 or fewer,11,24073
,,,Dec,15,10 or fewer,17,27698
Hawaii,Less than 15 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,3920
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3871
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4042
,,,Apr,10 or fewer,10 or fewer,10 or fewer,3815
,,,May,10 or fewer,10 or fewer,10 or fewer,3858
,,,Jun,10 or fewer,10 or fewer,10 or fewer,3387
,,,Jul,10 or fewer,10 or fewer,10 or fewer,3179
,,,Aug,10 or fewer,10 or fewer,10 or fewer,3166
,,,Sep,10 or fewer,10 or fewer,10 or fewer,3265
,,,Oct,10 or fewer,10 or fewer,10 or fewer,3408
,,,Nov,10 or fewer,10 or fewer,10 or fewer,3786
,,,Dec,10 or fewer,10 or fewer,10 or fewer,4063
,≥ 15 and < 25 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,1928
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1778
,,,Mar,10 or fewer,10 or fewer,10 or fewer,2044
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1961
,,,May,10 or fewer,10 or fewer,10 or fewer,1965
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1855
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1986
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1970
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1922
,,,Oct,10 or fewer,10 or fewer,10 or fewer,2036
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1890
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1940
,≥ 25 and < 45 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,4703
,,,Feb,10 or fewer,10 or fewer,10 or fewer,4279
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4746
,,,Apr,10 or fewer,10 or fewer,10 or fewer,4389
,,,May,10 or fewer,10 or fewer,10 or fewer,4639
,,,Jun,10 or fewer,10 or fewer,10 or fewer,4560
,,,Jul,10 or fewer,10 or fewer,10 or fewer,4590
,,,Aug,10 or fewer,10 or fewer,10 or fewer,4549
,,,Sep,10 or fewer,10 or fewer,10 or fewer,4418
,,,Oct,10 or fewer,10 or fewer,10 or fewer,4479
,,,Nov,10 or fewer,10 or fewer,10 or fewer,4534
,,,Dec,10 or fewer,10 or fewer,10 or fewer,4731
,≥ 45 and < 65 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,4569
,,,Feb,10 or fewer,10 or fewer,10 or fewer,4165
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4578
,,,Apr,10 or fewer,10 or fewer,10 or fewer,4301
,,,May,10 or fewer,10 or fewer,10 or fewer,4544
,,,Jun,10 or fewer,10 or fewer,10 or fewer,4223
,,,Jul,10 or fewer,10 or fewer,10 or fewer,4434
,,,Aug,10 or fewer,10 or fewer,10 or fewer,4489
,,,Sep,10 or fewer,10 or fewer,10 or fewer,4386
,,,Oct,10 or fewer,10 or fewer,10 or fewer,4546
,,,Nov,10 or fewer,10 or fewer,10 or fewer,4455
,,,Dec,10 or fewer,10 or fewer,10 or fewer,4619
,65 Years or more,2019,Jan,10 or fewer,10 or fewer,10 or fewer,4445
,,,Feb,10 or fewer,10 or fewer,10 or fewer,4211
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4539
,,,Apr,10 or fewer,10 or fewer,10 or fewer,4218
,,,May,10 or fewer,10 or fewer,10 or fewer,4283
,,,Jun,10 or fewer,10 or fewer,10 or fewer,4145
,,,Jul,10 or fewer,10 or fewer,10 or fewer,4326
,,,Aug,10 or fewer,10 or fewer,10 or fewer,4346
,,,Sep,10 or fewer,10 or fewer,10 or fewer,4048
,,,Oct,10 or fewer,10 or fewer,10 or fewer,4312
,,,Nov,10 or fewer,10 or fewer,10 or fewer,4307
,,,Dec,10 or fewer,10 or fewer,10 or fewer,4536
,No value,2019,Jan,10 or fewer,10 or fewer,10 or fewer,538
,,,Feb,10 or fewer,10 or fewer,10 or fewer,624
,,,Mar,10 or fewer,10 or fewer,10 or fewer,579
,,,Apr,10 or fewer,10 or fewer,10 or fewer,589
,,,May,10 or fewer,10 or fewer,10 or fewer,533
,,,Jun,10 or fewer,10 or fewer,10 or fewer,509
,,,Jul,10 or fewer,10 or fewer,10 or fewer,501
,,,Aug,10 or fewer,10 or fewer,10 or fewer,555
,,,Sep,10 or fewer,10 or fewer,10 or fewer,513
,,,Oct,10 or fewer,10 or fewer,10 or fewer,559
,,,Nov,10 or fewer,10 or fewer,10 or fewer,543
,,,Dec,10 or fewer,10 or fewer,10 or fewer,585
,"Total: Total includes all data under the Hawaii bucket, including data from rows not currently displayed.",2019,Jan,11,10 or fewer,10 or fewer,20102
,,,Feb,10 or fewer,10 or fewer,10 or fewer,18925
,,,Mar,10 or fewer,10 or fewer,10 or fewer,20526
,,,Apr,10 or fewer,10 or fewer,10 or fewer,19271
,,,May,10 or fewer,10 or fewer,10 or fewer,19821
,,,Jun,10 or fewer,10 or fewer,10 or fewer,18677
,,,Jul,10 or fewer,21,10 or fewer,19010
,,,Aug,10 or fewer,13,10 or fewer,19073
,,,Sep,10 or fewer,10 or fewer,10 or fewer,18551
,,,Oct,12,12,10 or fewer,19338
,,,Nov,11,10 or fewer,10 or fewer,19512
,,,Dec,10 or fewer,10 or fewer,10 or fewer,20472
Nevada,Less than 15 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,3942
,,,Feb,10 or fewer,10 or fewer,10 or fewer,4279
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4424
,,,Apr,10 or fewer,10 or fewer,10 or fewer,3748
,,,May,10 or fewer,10 or fewer,10 or fewer,3514
,,,Jun,10 or fewer,10 or fewer,10 or fewer,2908
,,,Jul,10 or fewer,10 or fewer,10 or fewer,2917
,,,Aug,10 or fewer,10 or fewer,10 or fewer,3002
,,,Sep,10 or fewer,10 or fewer,10 or fewer,3247
,,,Oct,10 or fewer,10 or fewer,10 or fewer,3898
,,,Nov,10 or fewer,10 or fewer,10 or fewer,5163
,,,Dec,10 or fewer,10 or fewer,10 or fewer,4040
,≥ 15 and < 25 Years,2019,Jan,10 or fewer,10 or fewer,11,2038
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1904
,,,Mar,10 or fewer,10 or fewer,10 or fewer,2198
,,,Apr,10 or fewer,10 or fewer,10 or fewer,2179
,,,May,10 or fewer,10 or fewer,10 or fewer,2119
,,,Jun,10 or fewer,10 or fewer,10 or fewer,2048
,,,Jul,10 or fewer,10 or fewer,10 or fewer,2210
,,,Aug,10 or fewer,10 or fewer,10 or fewer,2158
,,,Sep,10 or fewer,10 or fewer,10 or fewer,2361
,,,Oct,10 or fewer,10 or fewer,10 or fewer,2223
,,,Nov,10 or fewer,10 or fewer,10 or fewer,2298
,,,Dec,10 or fewer,10 or fewer,10 or fewer,2090
,≥ 25 and < 45 Years,2019,Jan,10 or fewer,10 or fewer,11,4606
,,,Feb,10 or fewer,10 or fewer,10 or fewer,4144
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4694
,,,Apr,10 or fewer,10 or fewer,10 or fewer,4626
,,,May,10 or fewer,10 or fewer,10 or fewer,4775
,,,Jun,10 or fewer,10 or fewer,10 or fewer,4810
,,,Jul,10 or fewer,10 or fewer,10 or fewer,4980
,,,Aug,10 or fewer,12,10 or fewer,4856
,,,Sep,10 or fewer,10 or fewer,10 or fewer,4683
,,,Oct,10 or fewer,10 or fewer,10 or fewer,4766
,,,Nov,10 or fewer,10 or fewer,10 or fewer,4731
,,,Dec,10 or fewer,10 or fewer,10 or fewer,4759
,≥ 45 and < 65 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,4152
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3687
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4048
,,,Apr,10 or fewer,10 or fewer,10 or fewer,3937
,,,May,10 or fewer,10 or fewer,10 or fewer,3958
,,,Jun,10 or fewer,10 or fewer,10 or fewer,3931
,,,Jul,10 or fewer,10 or fewer,10 or fewer,4082
,,,Aug,10 or fewer,10 or fewer,10 or fewer,4164
,,,Sep,10 or fewer,10 or fewer,10 or fewer,3917
,,,Oct,10 or fewer,10 or fewer,10 or fewer,3981
,,,Nov,10 or fewer,10 or fewer,10 or fewer,3914
,,,Dec,10 or fewer,10 or fewer,10 or fewer,3986
,65 Years or more,2019,Jan,10 or fewer,10 or fewer,10 or fewer,2599
,,,Feb,10 or fewer,10 or fewer,10 or fewer,2406
,,,Mar,10 or fewer,10 or fewer,10 or fewer,2801
,,,Apr,10 or fewer,10 or fewer,10 or fewer,2720
,,,May,10 or fewer,10 or fewer,10 or fewer,2587
,,,Jun,10 or fewer,10 or fewer,10 or fewer,2629
,,,Jul,10 or fewer,10 or fewer,10 or fewer,2669
,,,Aug,10 or fewer,10 or fewer,10 or fewer,2719
,,,Sep,10 or fewer,10 or fewer,10 or fewer,2565
,,,Oct,10 or fewer,10 or fewer,10 or fewer,2668
,,,Nov,10 or fewer,10 or fewer,10 or fewer,2619
,,,Dec,10 or fewer,10 or fewer,10 or fewer,2914
,No value,2019,Jan,10 or fewer,10 or fewer,10 or fewer,688
,,,Feb,10 or fewer,10 or fewer,10 or fewer,727
,,,Mar,10 or fewer,10 or fewer,10 or fewer,687
,,,Apr,10 or fewer,10 or fewer,10 or fewer,633
,,,May,10 or fewer,10 or fewer,10 or fewer,647
,,,Jun,10 or fewer,10 or fewer,10 or fewer,600
,,,Jul,10 or fewer,10 or fewer,10 or fewer,594
,,,Aug,10 or fewer,10 or fewer,10 or fewer,588
,,,Sep,10 or fewer,10 or fewer,10 or fewer,554
,,,Oct,10 or fewer,10 or fewer,10 or fewer,604
,,,Nov,10 or fewer,10 or fewer,10 or fewer,571
,,,Dec,10 or fewer,10 or fewer,10 or fewer,583
,"Total: Total includes all data under the Nevada bucket, including data from rows not currently displayed.",2019,Jan,10 or fewer,10 or fewer,33,18024
,,,Feb,11,10 or fewer,20,17146
,,,Mar,13,10 or fewer,22,18851
,,,Apr,10 or fewer,10 or fewer,15,17841
,,,May,10 or fewer,10 or fewer,14,17598
,,,Jun,10 or fewer,23,19,16926
,,,Jul,12,31,13,17450
,,,Aug,10 or fewer,28,13,17487
,,,Sep,11,11,18,17324
,,,Oct,10 or fewer,10 or fewer,18,18136
,,,Nov,10 or fewer,10 or fewer,17,19292
,,,Dec,14,10 or fewer,11,18371
West Virginia,Less than 15 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,2943
,,,Feb,10 or fewer,10 or fewer,10 or fewer,2687
,,,Mar,10 or fewer,10 or fewer,10 or fewer,3157
,,,Apr,10 or fewer,10 or fewer,10 or fewer,2802
,,,May,10 or fewer,10 or fewer,10 or fewer,2773
,,,Jun,10 or fewer,10 or fewer,10 or fewer,2310
,,,Jul,10 or fewer,10 or fewer,10 or fewer,2294
,,,Aug,10 or fewer,10 or fewer,10 or fewer,2397
,,,Sep,10 or fewer,10 or fewer,10 or fewer,2917
,,,Oct,10 or fewer,10 or fewer,10 or fewer,2890
,,,Nov,10 or fewer,10 or fewer,10 or fewer,2894
,,,Dec,10 or fewer,10 or fewer,10 or fewer,3198
,≥ 15 and < 25 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,2444
,,,Feb,10 or fewer,10 or fewer,10 or fewer,2209
,,,Mar,10 or fewer,10 or fewer,10 or fewer,2547
,,,Apr,10 or fewer,10 or fewer,10 or fewer,2512
,,,May,10 or fewer,10 or fewer,10 or fewer,2321
,,,Jun,10 or fewer,10 or fewer,10 or fewer,2236
,,,Jul,10 or fewer,10 or fewer,10 or fewer,2462
,,,Aug,10 or fewer,10 or fewer,10 or fewer,2457
,,,Sep,10 or fewer,10 or fewer,10 or fewer,2787
,,,Oct,10 or fewer,10 or fewer,10 or fewer,2735
,,,Nov,10 or fewer,10 or fewer,10 or fewer,2527
,,,Dec,10 or fewer,10 or fewer,10 or fewer,2581
,≥ 25 and < 45 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,4835
,,,Feb,10 or fewer,10 or fewer,10 or fewer,4576
,,,Mar,10 or fewer,10 or fewer,10 or fewer,5014
,,,Apr,10 or fewer,10 or fewer,10 or fewer,4725
,,,May,10 or fewer,10 or fewer,10 or fewer,5103
,,,Jun,10 or fewer,10 or fewer,10 or fewer,4987
,,,Jul,10 or fewer,13,10 or fewer,5434
,,,Aug,10 or fewer,10 or fewer,10 or fewer,5221
,,,Sep,10 or fewer,10 or fewer,10 or fewer,5327
,,,Oct,10 or fewer,10 or fewer,10 or fewer,5150
,,,Nov,10 or fewer,10 or fewer,10 or fewer,4879
,,,Dec,10 or fewer,10 or fewer,10 or fewer,5222
,≥ 45 and < 65 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,4492
,,,Feb,10 or fewer,10 or fewer,10 or fewer,4368
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4724
,,,Apr,10 or fewer,10 or fewer,10 or fewer,4684
,,,May,10 or fewer,10 or fewer,10 or fewer,4728
,,,Jun,10 or fewer,10 or fewer,10 or fewer,4711
,,,Jul,10 or fewer,22,10 or fewer,5050
,,,Aug,10 or fewer,10 or fewer,10 or fewer,4934
,,,Sep,10 or fewer,10 or fewer,10 or fewer,4912
,,,Oct,10 or fewer,10 or fewer,10 or fewer,4801
,,,Nov,10 or fewer,10 or fewer,10 or fewer,4562
,,,Dec,10 or fewer,10 or fewer,10 or fewer,4952
,65 Years or more,2019,Jan,10 or fewer,10 or fewer,10 or fewer,3623
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3589
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4020
,,,Apr,10 or fewer,10 or fewer,10 or fewer,3909
,,,May,10 or fewer,10 or fewer,10 or fewer,4012
,,,Jun,10 or fewer,10 or fewer,10 or fewer,4186
,,,Jul,10 or fewer,10 or fewer,10 or fewer,4167
,,,Aug,10 or fewer,10 or fewer,10 or fewer,4201
,,,Sep,10 or fewer,10 or fewer,10 or fewer,4121
,,,Oct,10 or fewer,10 or fewer,10 or fewer,4155
,,,Nov,10 or fewer,10 or fewer,10 or fewer,4233
,,,Dec,10 or fewer,10 or fewer,10 or fewer,4757
,No value,2019,Jan,10 or fewer,10 or fewer,10 or fewer,460
,,,Feb,10 or fewer,10 or fewer,10 or fewer,401
,,,Mar,10 or fewer,10 or fewer,10 or fewer,449
,,,Apr,10 or fewer,10 or fewer,10 or fewer,526
,,,May,10 or fewer,10 or fewer,10 or fewer,420
,,,Jun,10 or fewer,10 or fewer,10 or fewer,404
,,,Jul,10 or fewer,10 or fewer,10 or fewer,459
,,,Aug,10 or fewer,10 or fewer,10 or fewer,456
,,,Sep,10 or fewer,10 or fewer,10 or fewer,440
,,,Oct,10 or fewer,10 or fewer,10 or fewer,480
,,,Nov,10 or fewer,10 or fewer,10 or fewer,441
,,,Dec,10 or fewer,10 or fewer,10 or fewer,444
,"Total: Total includes all data under the West Virginia bucket, including data from rows not currently displayed.",2019,Jan,10 or fewer,10 or fewer,10 or fewer,18793
,,,Feb,10 or fewer,10 or fewer,10 or fewer,17829
,,,Mar,16,10 or fewer,10 or fewer,19908
,,,Apr,11,10 or fewer,10 or fewer,19157
,,,May,14,13,10 or fewer,19352
,,,Jun,11,31,10 or fewer,18832
,,,Jul,14,51,10 or fewer,19862
,,,Aug,16,28,14,19664
,,,Sep,10 or fewer,10 or fewer,10 or fewer,20500
,,,Oct,14,10 or fewer,13,20209
,,,Nov,16,10 or fewer,16,19535
,,,Dec,10 or fewer,10 or fewer,10 or fewer,21151
Rhode Island,Less than 15 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,4058
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3714
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4136
,,,Apr,10 or fewer,10 or fewer,10 or fewer,3838
,,,May,10 or fewer,10 or fewer,10 or fewer,3806
,,,Jun,10 or fewer,10 or fewer,10 or fewer,3259
,,,Jul,10 or fewer,10 or fewer,10 or fewer,3339
,,,Aug,10 or fewer,10 or fewer,10 or fewer,3279
,,,Sep,10 or fewer,10 or fewer,10 or fewer,3559
,,,Oct,10 or fewer,10 or fewer,10 or fewer,3458
,,,Nov,10 or fewer,10 or fewer,10 or fewer,3495
,,,Dec,10 or fewer,10 or fewer,10 or fewer,3968
,≥ 15 and < 25 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,2239
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1971
,,,Mar,10 or fewer,10 or fewer,10 or fewer,2234
,,,Apr,10 or fewer,10 or fewer,10 or fewer,2203
,,,May,10 or fewer,10 or fewer,10 or fewer,2405
,,,Jun,10 or fewer,10 or fewer,10 or fewer,2074
,,,Jul,10 or fewer,10 or fewer,10 or fewer,2272
,,,Aug,10 or fewer,10 or fewer,10 or fewer,2214
,,,Sep,10 or fewer,10 or fewer,10 or fewer,2381
,,,Oct,10 or fewer,10 or fewer,10 or fewer,2322
,,,Nov,10 or fewer,10 or fewer,10 or fewer,2076
,,,Dec,10 or fewer,10 or fewer,10 or fewer,2070
,≥ 25 and < 45 Years,2019,Jan,21,10 or fewer,10 or fewer,4355
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3984
,,,Mar,21,10 or fewer,10 or fewer,4324
,,,Apr,26,10 or fewer,10 or fewer,4274
,,,May,31,10 or fewer,10 or fewer,4331
,,,Jun,29,10 or fewer,10 or fewer,4388
,,,Jul,19,17,10 or fewer,4707
,,,Aug,36,10 or fewer,10 or fewer,4699
,,,Sep,25,10 or fewer,10 or fewer,4442
,,,Oct,16,10 or fewer,10 or fewer,4361
,,,Nov,21,10 or fewer,10 or fewer,3967
,,,Dec,20,10 or fewer,10 or fewer,4243
,≥ 45 and < 65 Years,2019,Jan,11,10 or fewer,10 or fewer,4217
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3931
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4273
,,,Apr,10 or fewer,10 or fewer,10 or fewer,4144
,,,May,10 or fewer,10 or fewer,10 or fewer,4215
,,,Jun,10 or fewer,10 or fewer,10 or fewer,4118
,,,Jul,10 or fewer,12,10 or fewer,4543
,,,Aug,15,10 or fewer,10 or fewer,4602
,,,Sep,12,10 or fewer,10 or fewer,4332
,,,Oct,10 or fewer,10 or fewer,10 or fewer,4157
,,,Nov,15,10 or fewer,10 or fewer,3877
,,,Dec,10 or fewer,10 or fewer,10 or fewer,4040
,65 Years or more,2019,Jan,10 or fewer,10 or fewer,10 or fewer,3850
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3448
,,,Mar,10 or fewer,10 or fewer,10 or fewer,3851
,,,Apr,10 or fewer,10 or fewer,10 or fewer,3812
,,,May,10 or fewer,10 or fewer,10 or fewer,3991
,,,Jun,10 or fewer,10 or fewer,10 or fewer,3838
,,,Jul,10 or fewer,16,10 or fewer,4180
,,,Aug,10 or fewer,10 or fewer,10 or fewer,4028
,,,Sep,10 or fewer,10 or fewer,10 or fewer,3918
,,,Oct,10 or fewer,10 or fewer,10 or fewer,4036
,,,Nov,10 or fewer,10 or fewer,10 or fewer,3823
,,,Dec,10 or fewer,10 or fewer,10 or fewer,4145
,No value,2019,Jan,10 or fewer,10 or fewer,10 or fewer,605
,,,Feb,10 or fewer,10 or fewer,10 or fewer,628
,,,Mar,10 or fewer,10 or fewer,10 or fewer,579
,,,Apr,10 or fewer,10 or fewer,10 or fewer,635
,,,May,10 or fewer,10 or fewer,10 or fewer,596
,,,Jun,10 or fewer,10 or fewer,10 or fewer,592
,,,Jul,10 or fewer,10 or fewer,10 or fewer,556
,,,Aug,10 or fewer,10 or fewer,10 or fewer,592
,,,Sep,10 or fewer,10 or fewer,10 or fewer,533
,,,Oct,10 or fewer,10 or fewer,10 or fewer,602
,,,Nov,10 or fewer,10 or fewer,10 or fewer,616
,,,Dec,10 or fewer,10 or fewer,10 or fewer,596
,"Total: Total includes all data under the Rhode Island bucket, including data from rows not currently displayed.",2019,Jan,38,10 or fewer,10 or fewer,19323
,,,Feb,17,10 or fewer,10 or fewer,17675
,,,Mar,31,10 or fewer,10 or fewer,19395
,,,Apr,39,10 or fewer,10 or fewer,18906
,,,May,45,10 or fewer,10 or fewer,19340
,,,Jun,42,11,10 or fewer,18268
,,,Jul,32,56,10 or fewer,19594
,,,Aug,56,13,10 or fewer,19411
,,,Sep,43,10 or fewer,10 or fewer,19165
,,,Oct,29,10 or fewer,10 or fewer,18935
,,,Nov,38,10 or fewer,10 or fewer,17853
,,,Dec,33,10 or fewer,10 or fewer,19058
Maine,Less than 15 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,1982
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1934
,,,Mar,10 or fewer,10 or fewer,10 or fewer,2342
,,,Apr,10 or fewer,10 or fewer,10 or fewer,2148
,,,May,10 or fewer,10 or fewer,10 or fewer,2081
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1885
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1849
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1618
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1849
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1770
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1678
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1978
,≥ 15 and < 25 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,1619
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1456
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1764
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1681
,,,May,10 or fewer,10 or fewer,10 or fewer,1783
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1776
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1892
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1927
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1850
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1764
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1675
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1638
,≥ 25 and < 45 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,3572
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3392
,,,Mar,15,10 or fewer,10 or fewer,4220
,,,Apr,10 or fewer,10 or fewer,10 or fewer,3901
,,,May,14,10 or fewer,10 or fewer,3965
,,,Jun,11,10 or fewer,10 or fewer,4051
,,,Jul,11,15,10 or fewer,4446
,,,Aug,10 or fewer,10 or fewer,10 or fewer,4224
,,,Sep,16,10 or fewer,10 or fewer,4079
,,,Oct,12,10 or fewer,10 or fewer,3842
,,,Nov,10 or fewer,10 or fewer,10 or fewer,3697
,,,Dec,10 or fewer,10 or fewer,10 or fewer,3765
,≥ 45 and < 65 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,3842
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3611
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4240
,,,Apr,10 or fewer,10 or fewer,10 or fewer,3923
,,,May,10 or fewer,10 or fewer,10 or fewer,4149
,,,Jun,10 or fewer,10 or fewer,10 or fewer,4090
,,,Jul,10 or fewer,18,10 or fewer,4318
,,,Aug,10 or fewer,10 or fewer,10 or fewer,4342
,,,Sep,10 or fewer,10 or fewer,10 or fewer,4024
,,,Oct,10 or fewer,10 or fewer,10 or fewer,4014
,,,Nov,10 or fewer,10 or fewer,10 or fewer,3752
,,,Dec,10 or fewer,10 or fewer,10 or fewer,3929
,65 Years or more,2019,Jan,10 or fewer,10 or fewer,10 or fewer,4121
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3836
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4461
,,,Apr,10 or fewer,10 or fewer,10 or fewer,4401
,,,May,10 or fewer,10 or fewer,10 or fewer,4728
,,,Jun,10 or fewer,10 or fewer,10 or fewer,4672
,,,Jul,10 or fewer,17,10 or fewer,4889
,,,Aug,10 or fewer,10 or fewer,10 or fewer,4739
,,,Sep,10 or fewer,10 or fewer,10 or fewer,4410
,,,Oct,10 or fewer,10 or fewer,10 or fewer,4513
,,,Nov,10 or fewer,10 or fewer,10 or fewer,4245
,,,Dec,10 or fewer,10 or fewer,10 or fewer,4297
,No value,2019,Jan,10 or fewer,10 or fewer,10 or fewer,406
,,,Feb,10 or fewer,10 or fewer,10 or fewer,404
,,,Mar,10 or fewer,10 or fewer,10 or fewer,394
,,,Apr,10 or fewer,10 or fewer,10 or fewer,449
,,,May,10 or fewer,10 or fewer,10 or fewer,469
,,,Jun,10 or fewer,10 or fewer,10 or fewer,424
,,,Jul,10 or fewer,10 or fewer,10 or fewer,421
,,,Aug,10 or fewer,10 or fewer,10 or fewer,386
,,,Sep,10 or fewer,10 or fewer,10 or fewer,421
,,,Oct,10 or fewer,10 or fewer,10 or fewer,463
,,,Nov,10 or fewer,10 or fewer,10 or fewer,427
,,,Dec,10 or fewer,10 or fewer,10 or fewer,385
,"Total: Total includes all data under the Maine bucket, including data from rows not currently displayed.",2019,Jan,10 or fewer,10 or fewer,10 or fewer,15540
,,,Feb,14,10 or fewer,10 or fewer,14631
,,,Mar,21,10 or fewer,10 or fewer,17421
,,,Apr,10 or fewer,10 or fewer,10 or fewer,16501
,,,May,19,10 or fewer,10 or fewer,17175
,,,Jun,17,11,10 or fewer,16897
,,,Jul,18,57,10 or fewer,17812
,,,Aug,15,10 or fewer,10 or fewer,17232
,,,Sep,19,10 or fewer,10 or fewer,16631
,,,Oct,13,10 or fewer,10 or fewer,16363
,,,Nov,15,10 or fewer,10 or fewer,15471
,,,Dec,10 or fewer,10 or fewer,10 or fewer,15990
Missouri,Less than 15 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,1213
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1229
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1390
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1268
,,,May,10 or fewer,10 or fewer,10 or fewer,1190
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1193
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1169
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1141
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1159
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1279
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1353
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1583
,≥ 15 and < 25 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,1918
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1698
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1933
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1827
,,,May,10 or fewer,10 or fewer,10 or fewer,1789
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1782
,,,Jul,10 or fewer,14,10 or fewer,2012
