,,,Nov,10 or fewer,10 or fewer,10 or fewer,618
,,,Dec,10 or fewer,10 or fewer,10 or fewer,663
,"Total: Total includes all data under the Washington bucket, including data from rows not currently displayed.",2020,Jan,29,10 or fewer,10 or fewer,24585
,,,Feb,16,10 or fewer,10 or fewer,22565
,,,Mar,21,10 or fewer,10 or fewer,19870
,,,Apr,36,10 or fewer,10 or fewer,13965
,,,May,38,10 or fewer,10 or fewer,16801
,,,Jun,38,10 or fewer,10 or fewer,18085
,,,Jul,41,19,10 or fewer,19646
,,,Aug,30,10 or fewer,10 or fewer,19839
,,,Sep,35,10 or fewer,10 or fewer,19104
,,,Oct,24,10 or fewer,10 or fewer,19594
,,,Nov,21,10 or fewer,10 or fewer,19213
,,,Dec,29,10 or fewer,10 or fewer,19173
West Virginia,Less than 15 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,3411
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3465
,,,Mar,10 or fewer,10 or fewer,10 or fewer,2275
,,,Apr,10 or fewer,10 or fewer,10 or fewer,928
,,,May,10 or fewer,10 or fewer,10 or fewer,1300
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1574
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1786
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1758
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1782
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1839
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1664
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1319
,≥ 15 and < 25 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,2684
,,,Feb,10 or fewer,10 or fewer,10 or fewer,2620
,,,Mar,10 or fewer,10 or fewer,10 or fewer,2255
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1212
,,,May,10 or fewer,10 or fewer,10 or fewer,1676
,,,Jun,10 or fewer,10 or fewer,10 or fewer,2100
,,,Jul,10 or fewer,10 or fewer,10 or fewer,2413
,,,Aug,10 or fewer,10 or fewer,10 or fewer,2424
,,,Sep,10 or fewer,10 or fewer,10 or fewer,2338
,,,Oct,10 or fewer,10 or fewer,10 or fewer,2437
,,,Nov,10 or fewer,10 or fewer,10 or fewer,2149
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1905
,≥ 25 and < 45 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,5438
,,,Feb,10 or fewer,10 or fewer,10 or fewer,5125
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4791
,,,Apr,10 or fewer,10 or fewer,10 or fewer,3278
,,,May,10 or fewer,10 or fewer,10 or fewer,3931
,,,Jun,10 or fewer,10 or fewer,10 or fewer,4739
,,,Jul,10 or fewer,18,10 or fewer,5299
,,,Aug,10 or fewer,10 or fewer,10 or fewer,5467
,,,Sep,10 or fewer,10 or fewer,10 or fewer,4912
,,,Oct,10 or fewer,10 or fewer,10 or fewer,5173
,,,Nov,10 or fewer,10 or fewer,10 or fewer,4937
,,,Dec,10 or fewer,10 or fewer,10 or fewer,4625
,≥ 45 and < 65 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,5106
,,,Feb,10 or fewer,10 or fewer,10 or fewer,4841
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4503
,,,Apr,10 or fewer,10 or fewer,10 or fewer,3109
,,,May,10 or fewer,10 or fewer,10 or fewer,3923
,,,Jun,10 or fewer,10 or fewer,10 or fewer,4638
,,,Jul,10 or fewer,13,10 or fewer,5083
,,,Aug,10 or fewer,10 or fewer,10 or fewer,5011
,,,Sep,10 or fewer,10 or fewer,10 or fewer,4702
,,,Oct,10 or fewer,10 or fewer,10 or fewer,4990
,,,Nov,10 or fewer,10 or fewer,10 or fewer,4838
,,,Dec,10 or fewer,10 or fewer,10 or fewer,4550
,65 Years or more,2020,Jan,10 or fewer,10 or fewer,10 or fewer,4513
,,,Feb,10 or fewer,10 or fewer,10 or fewer,4273
,,,Mar,10 or fewer,10 or fewer,10 or fewer,3787
,,,Apr,10 or fewer,10 or fewer,10 or fewer,2747
,,,May,10 or fewer,10 or fewer,10 or fewer,3540
,,,Jun,10 or fewer,10 or fewer,10 or fewer,4113
,,,Jul,10 or fewer,16,10 or fewer,4476
,,,Aug,10 or fewer,10 or fewer,10 or fewer,4369
,,,Sep,10 or fewer,10 or fewer,10 or fewer,4314
,,,Oct,10 or fewer,10 or fewer,10 or fewer,4624
,,,Nov,10 or fewer,10 or fewer,10 or fewer,4504
,,,Dec,10 or fewer,10 or fewer,10 or fewer,4526
,No value,2020,Jan,10 or fewer,10 or fewer,10 or fewer,497
,,,Feb,10 or fewer,10 or fewer,10 or fewer,516
,,,Mar,10 or fewer,10 or fewer,10 or fewer,487
,,,Apr,10 or fewer,10 or fewer,10 or fewer,348
,,,May,10 or fewer,10 or fewer,10 or fewer,357
,,,Jun,10 or fewer,10 or fewer,10 or fewer,448
,,,Jul,10 or fewer,10 or fewer,10 or fewer,432
,,,Aug,10 or fewer,10 or fewer,10 or fewer,439
,,,Sep,10 or fewer,10 or fewer,10 or fewer,529
,,,Oct,10 or fewer,10 or fewer,10 or fewer,505
,,,Nov,10 or fewer,10 or fewer,10 or fewer,527
,,,Dec,10 or fewer,10 or fewer,10 or fewer,581
,"Total: Total includes all data under the West Virginia bucket, including data from rows not currently displayed.",2020,Jan,11,10 or fewer,10 or fewer,21645
,,,Feb,10 or fewer,10 or fewer,10 or fewer,20836
,,,Mar,15,10 or fewer,10 or fewer,18098
,,,Apr,10 or fewer,10 or fewer,10 or fewer,11622
,,,May,19,10 or fewer,10 or fewer,14727
,,,Jun,13,17,12,17609
,,,Jul,14,54,10 or fewer,19486
,,,Aug,13,15,11,19466
,,,Sep,11,10 or fewer,10 or fewer,18574
,,,Oct,10 or fewer,10 or fewer,11,19565
,,,Nov,13,10 or fewer,13,18617
,,,Dec,11,10 or fewer,10 or fewer,17503
Nevada,Less than 15 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,4486
,,,Feb,10 or fewer,10 or fewer,10 or fewer,4192
,,,Mar,10 or fewer,10 or fewer,10 or fewer,2937
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1098
,,,May,10 or fewer,10 or fewer,10 or fewer,1360
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1565
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1840
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1771
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1747
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1948
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1933
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1643
,≥ 15 and < 25 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,2197
,,,Feb,10 or fewer,10 or fewer,10 or fewer,2085
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1908
,,,Apr,10 or fewer,10 or fewer,11,1259
,,,May,10 or fewer,10 or fewer,10 or fewer,1539
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1765
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1960
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1815
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1846
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1838
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1785
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1764
,≥ 25 and < 45 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,4854
,,,Feb,10 or fewer,10 or fewer,10 or fewer,4541
,,,Mar,10 or fewer,10 or fewer,11,4509
,,,Apr,10 or fewer,10 or fewer,17,3224
,,,May,10 or fewer,10 or fewer,11,3634
,,,Jun,10 or fewer,10 or fewer,17,4045
,,,Jul,10 or fewer,10 or fewer,10 or fewer,4788
,,,Aug,10 or fewer,10 or fewer,10 or fewer,4569
,,,Sep,10 or fewer,10 or fewer,14,4380
,,,Oct,10 or fewer,10 or fewer,10 or fewer,4353
,,,Nov,10 or fewer,10 or fewer,10 or fewer,4479
,,,Dec,10 or fewer,10 or fewer,10 or fewer,4417
,≥ 45 and < 65 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,4208
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3853
,,,Mar,10 or fewer,10 or fewer,10 or fewer,3771
,,,Apr,10 or fewer,10 or fewer,10 or fewer,2648
,,,May,10 or fewer,10 or fewer,10 or fewer,3219
,,,Jun,10 or fewer,10 or fewer,10 or fewer,3514
,,,Jul,10 or fewer,10 or fewer,10 or fewer,3974
,,,Aug,10 or fewer,10 or fewer,10 or fewer,3753
,,,Sep,10 or fewer,10 or fewer,10 or fewer,3552
,,,Oct,10 or fewer,10 or fewer,10 or fewer,3749
,,,Nov,10 or fewer,10 or fewer,10 or fewer,3793
,,,Dec,10 or fewer,10 or fewer,10 or fewer,3700
,65 Years or more,2020,Jan,10 or fewer,10 or fewer,10 or fewer,2849
,,,Feb,10 or fewer,10 or fewer,10 or fewer,2673
,,,Mar,10 or fewer,10 or fewer,10 or fewer,2288
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1685
,,,May,10 or fewer,10 or fewer,10 or fewer,1984
,,,Jun,10 or fewer,10 or fewer,10 or fewer,2267
,,,Jul,10 or fewer,10 or fewer,10 or fewer,2441
,,,Aug,10 or fewer,10 or fewer,10 or fewer,2309
,,,Sep,10 or fewer,10 or fewer,10 or fewer,2290
,,,Oct,10 or fewer,10 or fewer,10 or fewer,2533
,,,Nov,10 or fewer,10 or fewer,10 or fewer,2577
,,,Dec,10 or fewer,10 or fewer,10 or fewer,2606
,No value,2020,Jan,10 or fewer,10 or fewer,10 or fewer,633
,,,Feb,10 or fewer,10 or fewer,10 or fewer,687
,,,Mar,10 or fewer,10 or fewer,10 or fewer,668
,,,Apr,10 or fewer,10 or fewer,10 or fewer,583
,,,May,10 or fewer,10 or fewer,10 or fewer,495
,,,Jun,10 or fewer,10 or fewer,10 or fewer,539
,,,Jul,10 or fewer,10 or fewer,10 or fewer,609
,,,Aug,10 or fewer,10 or fewer,10 or fewer,638
,,,Sep,10 or fewer,10 or fewer,10 or fewer,637
,,,Oct,10 or fewer,10 or fewer,10 or fewer,640
,,,Nov,10 or fewer,10 or fewer,10 or fewer,643
,,,Dec,10 or fewer,10 or fewer,10 or fewer,809
,"Total: Total includes all data under the Nevada bucket, including data from rows not currently displayed.",2020,Jan,12,10 or fewer,17,19225
,,,Feb,16,10 or fewer,22,18029
,,,Mar,11,10 or fewer,25,16080
,,,Apr,10 or fewer,10 or fewer,34,10495
,,,May,14,10 or fewer,18,12229
,,,Jun,10 or fewer,18,29,13694
,,,Jul,13,31,16,15608
,,,Aug,10 or fewer,27,16,14855
,,,Sep,10 or fewer,10 or fewer,26,14450
,,,Oct,10 or fewer,10 or fewer,23,15061
,,,Nov,10 or fewer,10 or fewer,26,15209
,,,Dec,10 or fewer,10 or fewer,12,14936
Idaho,Less than 15 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,3300
,,,Feb,10 or fewer,10 or fewer,10 or fewer,2872
,,,Mar,10 or fewer,10 or fewer,10 or fewer,2577
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1202
,,,May,10 or fewer,10 or fewer,10 or fewer,1413
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1681
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1880
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1771
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1808
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1839
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1664
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1481
,≥ 15 and < 25 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,2241
,,,Feb,10 or fewer,10 or fewer,10 or fewer,2006
,,,Mar,10 or fewer,10 or fewer,10 or fewer,2043
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1334
,,,May,10 or fewer,10 or fewer,10 or fewer,1561
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1918
,,,Jul,10 or fewer,10 or fewer,10 or fewer,2243
,,,Aug,10 or fewer,10 or fewer,10 or fewer,2084
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1931
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1993
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1862
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1732
,≥ 25 and < 45 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,4341
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3980
,,,Mar,10 or fewer,10 or fewer,10 or fewer,3942
,,,Apr,10 or fewer,10 or fewer,10 or fewer,2734
,,,May,10 or fewer,10 or fewer,10 or fewer,3078
,,,Jun,10 or fewer,10 or fewer,10 or fewer,3617
,,,Jul,10 or fewer,10 or fewer,10 or fewer,4280
,,,Aug,10 or fewer,10 or fewer,10 or fewer,3989
,,,Sep,10 or fewer,10 or fewer,10 or fewer,3774
,,,Oct,10 or fewer,10 or fewer,10 or fewer,3718
,,,Nov,10 or fewer,10 or fewer,10 or fewer,3704
,,,Dec,10 or fewer,10 or fewer,10 or fewer,3660
,≥ 45 and < 65 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,3516
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3310
,,,Mar,10 or fewer,10 or fewer,10 or fewer,3227
,,,Apr,10 or fewer,10 or fewer,10 or fewer,2417
,,,May,10 or fewer,10 or fewer,10 or fewer,2713
,,,Jun,10 or fewer,10 or fewer,10 or fewer,3057
,,,Jul,10 or fewer,10 or fewer,10 or fewer,3473
,,,Aug,10 or fewer,10 or fewer,10 or fewer,3344
,,,Sep,10 or fewer,10 or fewer,10 or fewer,3165
,,,Oct,10 or fewer,10 or fewer,10 or fewer,3323
,,,Nov,10 or fewer,10 or fewer,10 or fewer,3252
,,,Dec,10 or fewer,10 or fewer,10 or fewer,3192
,65 Years or more,2020,Jan,10 or fewer,10 or fewer,10 or fewer,3792
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3488
,,,Mar,10 or fewer,10 or fewer,10 or fewer,3197
,,,Apr,10 or fewer,10 or fewer,10 or fewer,2338
,,,May,10 or fewer,10 or fewer,10 or fewer,2830
,,,Jun,10 or fewer,10 or fewer,10 or fewer,3140
,,,Jul,10 or fewer,10 or fewer,10 or fewer,3386
,,,Aug,10 or fewer,10 or fewer,10 or fewer,3429
,,,Sep,10 or fewer,10 or fewer,10 or fewer,3298
,,,Oct,10 or fewer,10 or fewer,10 or fewer,3594
,,,Nov,10 or fewer,10 or fewer,10 or fewer,3466
,,,Dec,10 or fewer,10 or fewer,10 or fewer,3473
,No value,2020,Jan,10 or fewer,10 or fewer,10 or fewer,296
,,,Feb,10 or fewer,10 or fewer,10 or fewer,276
,,,Mar,10 or fewer,10 or fewer,10 or fewer,269
,,,Apr,10 or fewer,10 or fewer,10 or fewer,206
,,,May,10 or fewer,10 or fewer,10 or fewer,177
,,,Jun,10 or fewer,10 or fewer,10 or fewer,228
,,,Jul,10 or fewer,10 or fewer,10 or fewer,255
,,,Aug,10 or fewer,10 or fewer,10 or fewer,295
,,,Sep,10 or fewer,10 or fewer,10 or fewer,281
,,,Oct,10 or fewer,10 or fewer,10 or fewer,275
,,,Nov,10 or fewer,10 or fewer,10 or fewer,278
,,,Dec,10 or fewer,10 or fewer,10 or fewer,336
,"Total: Total includes all data under the Idaho bucket, including data from rows not currently displayed.",2020,Jan,12,10 or fewer,10 or fewer,17483
,,,Feb,10 or fewer,10 or fewer,10 or fewer,15930
,,,Mar,10 or fewer,10 or fewer,10 or fewer,15252
,,,Apr,10 or fewer,10 or fewer,10 or fewer,10230
,,,May,10 or fewer,10 or fewer,10 or fewer,11770
,,,Jun,12,10 or fewer,10 or fewer,13641
,,,Jul,15,29,10 or fewer,15515
,,,Aug,15,27,10 or fewer,14911
,,,Sep,12,10 or fewer,10 or fewer,14256
,,,Oct,10 or fewer,10 or fewer,10 or fewer,14742
,,,Nov,10 or fewer,10 or fewer,10 or fewer,14225
,,,Dec,13,10 or fewer,10 or fewer,13873
Rhode Island,Less than 15 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,4699
,,,Feb,10 or fewer,10 or fewer,10 or fewer,4265
,,,Mar,10 or fewer,10 or fewer,10 or fewer,2417
,,,Apr,10 or fewer,10 or fewer,10 or fewer,928
,,,May,10 or fewer,10 or fewer,10 or fewer,1427
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1650
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1962
,,,Aug,10 or fewer,10 or fewer,10 or fewer,2057
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1898
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1984
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1724
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1563
,≥ 15 and < 25 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,2386
,,,Feb,10 or fewer,10 or fewer,10 or fewer,2195
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1643
,,,Apr,10 or fewer,10 or fewer,10 or fewer,892
,,,May,10 or fewer,10 or fewer,10 or fewer,1208
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1574
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1766
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1902
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1703
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1759
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1615
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1297
,≥ 25 and < 45 Years,2020,Jan,23,10 or fewer,10 or fewer,4495
,,,Feb,17,10 or fewer,10 or fewer,4186
,,,Mar,27,10 or fewer,10 or fewer,3339
,,,Apr,11,10 or fewer,10 or fewer,2314
,,,May,15,10 or fewer,10 or fewer,2906
,,,Jun,19,10 or fewer,10 or fewer,3284
,,,Jul,29,10 or fewer,10 or fewer,3842
,,,Aug,18,10 or fewer,10 or fewer,3950
,,,Sep,14,10 or fewer,10 or fewer,3738
,,,Oct,12,10 or fewer,10 or fewer,3725
,,,Nov,15,10 or fewer,10 or fewer,3473
,,,Dec,16,10 or fewer,10 or fewer,3103
,≥ 45 and < 65 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,4267
,,,Feb,10 or fewer,10 or fewer,10 or fewer,4086
,,,Mar,10 or fewer,10 or fewer,10 or fewer,3204
,,,Apr,10 or fewer,10 or fewer,10 or fewer,2408
,,,May,10 or fewer,10 or fewer,10 or fewer,2978
,,,Jun,10 or fewer,10 or fewer,10 or fewer,3383
,,,Jul,11,10 or fewer,10 or fewer,3713
,,,Aug,10 or fewer,10 or fewer,10 or fewer,3852
,,,Sep,10 or fewer,10 or fewer,10 or fewer,3670
,,,Oct,10 or fewer,10 or fewer,10 or fewer,3754
,,,Nov,10 or fewer,10 or fewer,10 or fewer,3441
,,,Dec,10 or fewer,10 or fewer,10 or fewer,3151
,65 Years or more,2020,Jan,10 or fewer,10 or fewer,10 or fewer,4232
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3843
,,,Mar,10 or fewer,10 or fewer,10 or fewer,2841
,,,Apr,10 or fewer,10 or fewer,10 or fewer,2278
,,,May,10 or fewer,10 or fewer,10 or fewer,2898
,,,Jun,10 or fewer,10 or fewer,10 or fewer,3254
,,,Jul,10 or fewer,12,10 or fewer,3626
,,,Aug,10 or fewer,10 or fewer,10 or fewer,3660
,,,Sep,10 or fewer,10 or fewer,10 or fewer,3616
,,,Oct,10 or fewer,10 or fewer,10 or fewer,3717
,,,Nov,10 or fewer,10 or fewer,10 or fewer,3483
,,,Dec,10 or fewer,10 or fewer,10 or fewer,3705
,No value,2020,Jan,10 or fewer,10 or fewer,10 or fewer,679
,,,Feb,10 or fewer,10 or fewer,10 or fewer,609
,,,Mar,10 or fewer,10 or fewer,10 or fewer,615
,,,Apr,10 or fewer,10 or fewer,10 or fewer,403
,,,May,10 or fewer,10 or fewer,10 or fewer,570
,,,Jun,10 or fewer,10 or fewer,10 or fewer,617
,,,Jul,10 or fewer,10 or fewer,10 or fewer,584
,,,Aug,10 or fewer,10 or fewer,10 or fewer,623
,,,Sep,10 or fewer,10 or fewer,10 or fewer,674
,,,Oct,10 or fewer,10 or fewer,10 or fewer,654
,,,Nov,10 or fewer,10 or fewer,10 or fewer,628
,,,Dec,10 or fewer,10 or fewer,10 or fewer,752
,"Total: Total includes all data under the Rhode Island bucket, including data from rows not currently displayed.",2020,Jan,38,10 or fewer,10 or fewer,20757
,,,Feb,26,10 or fewer,10 or fewer,19183
,,,Mar,41,10 or fewer,10 or fewer,14056
,,,Apr,21,10 or fewer,11,9222
,,,May,25,10 or fewer,10 or fewer,11987
,,,Jun,40,10 or fewer,11,13759
,,,Jul,43,30,10 or fewer,15492
,,,Aug,31,10 or fewer,13,16043
,,,Sep,25,10 or fewer,12,15298
,,,Oct,20,10 or fewer,17,15591
,,,Nov,21,10 or fewer,10 or fewer,14364
,,,Dec,21,10 or fewer,11,13570
Hawaii,Less than 15 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,3847
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3982
,,,Mar,10 or fewer,10 or fewer,10 or fewer,2864
,,,Apr,10 or fewer,10 or fewer,10 or fewer,989
,,,May,10 or fewer,10 or fewer,10 or fewer,1214
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1471
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1561
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1355
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1269
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1371
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1557
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1550
,≥ 15 and < 25 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,1966
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1872
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1757
,,,Apr,10 or fewer,10 or fewer,10 or fewer,940
,,,May,10 or fewer,10 or fewer,10 or fewer,1123
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1303
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1436
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1331
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1144
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1280
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1289
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1233
,≥ 25 and < 45 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,4699
,,,Feb,10 or fewer,10 or fewer,10 or fewer,4244
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4584
,,,Apr,10 or fewer,10 or fewer,10 or fewer,2743
,,,May,10 or fewer,10 or fewer,10 or fewer,2995
,,,Jun,10 or fewer,10 or fewer,10 or fewer,3296
,,,Jul,10 or fewer,10 or fewer,10 or fewer,3561
,,,Aug,10 or fewer,10 or fewer,10 or fewer,3717
,,,Sep,10 or fewer,10 or fewer,10 or fewer,3223
,,,Oct,10 or fewer,10 or fewer,10 or fewer,3436
,,,Nov,10 or fewer,10 or fewer,10 or fewer,3361
,,,Dec,10 or fewer,10 or fewer,10 or fewer,3420
,≥ 45 and < 65 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,4656
,,,Feb,10 or fewer,10 or fewer,10 or fewer,4202
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4411
,,,Apr,10 or fewer,10 or fewer,10 or fewer,2913
,,,May,10 or fewer,10 or fewer,10 or fewer,3196
,,,Jun,10 or fewer,10 or fewer,10 or fewer,3497
,,,Jul,10 or fewer,10 or fewer,10 or fewer,3618
,,,Aug,10 or fewer,10 or fewer,10 or fewer,3684
,,,Sep,10 or fewer,10 or fewer,10 or fewer,3363
,,,Oct,10 or fewer,10 or fewer,10 or fewer,3558
,,,Nov,10 or fewer,10 or fewer,10 or fewer,3546
,,,Dec,10 or fewer,10 or fewer,10 or fewer,3594
,65 Years or more,2020,Jan,10 or fewer,10 or fewer,10 or fewer,4706
,,,Feb,10 or fewer,10 or fewer,10 or fewer,4351
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4115
,,,Apr,10 or fewer,10 or fewer,10 or fewer,2740
,,,May,10 or fewer,10 or fewer,10 or fewer,3358
,,,Jun,10 or fewer,10 or fewer,10 or fewer,3516
,,,Jul,10 or fewer,10 or fewer,10 or fewer,3565
,,,Aug,10 or fewer,10 or fewer,10 or fewer,3507
,,,Sep,10 or fewer,10 or fewer,10 or fewer,3210
,,,Oct,10 or fewer,10 or fewer,10 or fewer,3613
,,,Nov,10 or fewer,10 or fewer,10 or fewer,3651
,,,Dec,10 or fewer,10 or fewer,10 or fewer,3798
,No value,2020,Jan,10 or fewer,10 or fewer,10 or fewer,557
,,,Feb,10 or fewer,10 or fewer,10 or fewer,591
,,,Mar,10 or fewer,10 or fewer,10 or fewer,602
,,,Apr,10 or fewer,10 or fewer,10 or fewer,476
,,,May,10 or fewer,10 or fewer,10 or fewer,390
,,,Jun,10 or fewer,10 or fewer,10 or fewer,437
,,,Jul,10 or fewer,10 or fewer,10 or fewer,496
,,,Aug,10 or fewer,10 or fewer,10 or fewer,471
,,,Sep,10 or fewer,10 or fewer,10 or fewer,531
,,,Oct,10 or fewer,10 or fewer,10 or fewer,503
,,,Nov,10 or fewer,10 or fewer,10 or fewer,482
,,,Dec,10 or fewer,10 or fewer,10 or fewer,574
,"Total: Total includes all data under the Hawaii bucket, including data from rows not currently displayed.",2020,Jan,10 or fewer,10 or fewer,10 or fewer,20426
,,,Feb,10 or fewer,10 or fewer,10 or fewer,19241
,,,Mar,10 or fewer,10 or fewer,10 or fewer,18331
,,,Apr,10 or fewer,10 or fewer,10 or fewer,10800
,,,May,10 or fewer,10 or fewer,10 or fewer,12276
,,,Jun,10 or fewer,10 or fewer,10 or fewer,13517
,,,Jul,10 or fewer,10 or fewer,10 or fewer,14236
,,,Aug,10 or fewer,10 or fewer,10 or fewer,14064
,,,Sep,10 or fewer,10 or fewer,10 or fewer,12739
,,,Oct,10 or fewer,10 or fewer,10 or fewer,13760
,,,Nov,10 or fewer,10 or fewer,10 or fewer,13885
,,,Dec,10 or fewer,10 or fewer,10 or fewer,14169
Nebraska,Less than 15 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,2721
,,,Feb,10 or fewer,10 or fewer,10 or fewer,2412
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1913
,,,Apr,10 or fewer,10 or fewer,10 or fewer,887
,,,May,10 or fewer,10 or fewer,10 or fewer,1158
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1349
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1571
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1615
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1509
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1561
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1433
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1242
,≥ 15 and < 25 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,2476
,,,Feb,10 or fewer,10 or fewer,10 or fewer,2147
,,,Mar,10 or fewer,10 or fewer,10 or fewer,2047
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1251
,,,May,10 or fewer,10 or fewer,10 or fewer,1606
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1834
,,,Jul,10 or fewer,10 or fewer,17,2109
