Session Title,OBESITY by ICD and BMI County Age 2025,,,
,"WAYNE, MS",68.53%,33.18%,645
,"NEMAHA, NE",65.18%,30.36%,112
,"WAYNE, KY",60.95%,20.51%,507
,"GENTRY, MO",62.81%,22.72%,449
,"NELSON, KY",60.52%,41.06%,4184
,"SPENCER, KY",65.34%,42.11%,2040
,"FURNAS, NE",65.93%,32.59%,135
,"ST JOHN THE BAPTIST, LA",66.04%,44.80%,3065
,"WASHINGTON, MO",72.07%,68.47%,111
,"PIKE, KY",64.40%,43.96%,5084
,"LARUE, KY",65.45%,55.51%,1288
,"BUTLER, NE",56.20%,21.90%,137
,"KEMPER, MS",69.89%,47.49%,558
,"NEWTON, MS",69.62%,41.43%,1511
,"AMITE, MS",63.80%,29.75%,511
,"LAUREL, KY",61.35%,32.64%,3630
,"HALL, NE",57.94%,31.54%,2394
,"HOLMES, MS",72.91%,34.12%,1266
,"GOSPER, NE",40.48%,-,42
,"JEFFERSON DAVIS, MS",67.18%,38.93%,917
,"ANDREW, MO",62.91%,34.39%,1518
,"BUCHANAN, MO",63.17%,30.38%,6956
,"WAYNE, NC",63.03%,38.48%,8826
,"COLUMBUS, NC",61.14%,34.82%,2527
,"HALIFAX, NC",64.10%,36.00%,4125
,"HERTFORD, NC",64.52%,50.65%,1773
,"THURSTON, NE",57.74%,33.93%,168
,"BLADEN, NC",66.57%,40.81%,2845
,"HOWARD, NE",55.32%,19.68%,188
,"JACKSON, KY",67.32%,40.76%,817
,"HOLT, MO",62.89%,29.69%,256
,"MORGAN, KY",57.94%,24.77%,214
,"BENTON, MO",52.35%,26.17%,149
,"MEADE, KY",62.67%,47.41%,2242
,"EDGECOMBE, NC",67.90%,53.22%,4265
,"TRIMBLE, KY",65.09%,38.83%,613
,"TYRRELL, NC",63.57%,41.09%,258
,"LETCHER, KY",63.60%,37.87%,816
,"JONES, MS",66.75%,31.94%,3062
,"PERRY, MS",67.28%,39.54%,1186
,"HARRISON, KY",61.48%,37.66%,701
,"YORK, NE",62.06%,32.02%,253
,"FRANKLIN, NY",62.72%,38.44%,3525
,"PERRY, KY",61.85%,34.83%,692
,"ROWAN, KY",61.07%,35.73%,375
,"FILLMORE, NE",56.39%,30.83%,133
,"FRANKLIN, MS",65.78%,31.56%,225
,"HITCHCOCK, NE",60.19%,23.30%,103
,"NORTHAMPTON, NC",63.17%,37.46%,1276
,"ROCK, NE",64.00%,-,25
,"ANDERSON, KY",65.82%,41.15%,2165
,"COVINGTON, MS",67.34%,35.85%,1537
,"WORTH, MO",65.19%,22.22%,135
,"CHARLES, MD",61.60%,37.22%,5123
,"CLAIBORNE, MS",70.87%,29.13%,230
,"MONTGOMERY, KY",61.73%,31.29%,831
,"CUSTER, NE",59.31%,22.08%,317
,"DENT, MO",65.67%,40.20%,1005
,"JOHNSON, KY",63.89%,34.20%,576
,"WARREN, NC",62.67%,39.15%,659
,"TAYLOR, KY",60.86%,30.13%,677
,"CLAY, MS",68.24%,35.55%,1713
,"KNOX, MO",-,-,10 or fewer
,"MADISON, KY",61.71%,42.74%,7459
,"KEYA PAHA, NE",65.38%,-,26
,"ROBERTSON, KY",65.22%,44.93%,69
,"SMITH, MS",66.98%,34.76%,630
,"SAINT HELENA, LA",62.02%,39.76%,337
,"LAFAYETTE, MO",56.74%,29.94%,668
,"BUFFALO, NE",57.97%,25.06%,2015
,"GALLATIN, KY",68.53%,44.41%,734
,"MARION, MS",64.08%,35.24%,2191
,"LOUP, NE",-,-,10 or fewer
,"GRAYSON, KY",58.29%,34.77%,1297
,"CASS, NE",57.21%,28.51%,1561
,"WILKINSON, MS",64.42%,34.08%,267
,"QUITMAN, MS",59.57%,28.72%,188
,"CLARKE, MS",68.45%,40.93%,1141
,"HAMILTON, NE",59.03%,30.95%,349
,"MARTIN, KY",67.12%,40.09%,222
,"LINCOLN, KY",61.17%,36.54%,613
,"OWSLEY, KY",56.92%,27.69%,130
,"WICOMICO, MD",60.47%,36.34%,7210
,"PENDLETON, KY",66.60%,47.37%,1446
,"GREENE, MS",58.24%,25.49%,510
,"MENOMINEE, MI",63.73%,40.60%,1825
,"CLAY, KY",66.06%,35.55%,1927
,"MONROE, MS",62.37%,30.03%,2987
,"GARFIELD, NE",40.54%,-,37
,"CASWELL, NC",59.96%,33.84%,1451
,"LEE, KY",59.87%,28.53%,319
,"MERCER, KY",62.22%,35.84%,929
,"CHOCTAW, MS",70.76%,40.99%,383
,"DE BACA, NM",-,-,10 or fewer
,"DAVIDSON, NC",61.00%,44.67%,10986
,"LENAWEE, MI",62.07%,47.45%,8750
,"FULTON, KY",64.69%,39.95%,388
,"HILLSDALE, MI",61.78%,37.39%,2522
,"WORCESTER, MD",55.52%,36.07%,3199
,"LAKE, MI",58.45%,34.45%,775
,"HARLAN, KY",61.79%,35.36%,560
,"IBERVILLE, LA",64.65%,44.89%,2651
,"ATCHISON, MO",60.36%,26.13%,111
,"KNOX, KY",61.98%,37.46%,2320
,"WOLFE, KY",56.91%,28.19%,188
,"JEFFERSON, NY",58.05%,24.32%,987
,"DAWSON, NE",56.03%,22.29%,655
,"LAFOURCHE, LA",60.05%,36.83%,3114
,"GEORGE, MS",62.80%,30.69%,1336
,"DODGE, NE",60.83%,29.92%,508
,"ESTILL, KY",62.15%,37.22%,1115
,"COPIAH, MS",64.04%,33.42%,1140
,"OKTIBBEHA, MS",62.58%,30.95%,1467
,"NESHOBA, MS",63.71%,37.51%,1813
,"VANCE, NC",61.30%,37.31%,2018
,"THAYER, NE",54.37%,28.16%,103
,"WINSTON, MS",66.24%,38.94%,696
,"MERRICK, NE",62.22%,35.93%,487
,"JOHNSON, NE",61.17%,36.89%,103
,"HOWARD, MO",-,-,10 or fewer
,"PASQUOTANK, NC",61.68%,41.02%,3181
,"MENIFEE, KY",58.33%,30.56%,144
,"CAMERON, LA",56.73%,28.85%,104
,"HICKMAN, KY",65.95%,44.32%,185
,"NASH, NC",62.36%,40.49%,7673
,"NOXUBEE, MS",69.92%,33.72%,522
,"CIBOLA, NM",62.38%,25.71%,210
,"LINCOLN, MS",62.67%,28.94%,1085
,"HENRY, MO",53.23%,20.97%,248
,"FARIBAULT, MN",67.46%,45.52%,670
,"CHICKASAW, MS",63.29%,34.80%,1411
,"CLEVELAND, NC",61.96%,52.39%,3039
,"CAROLINE, MD",62.13%,41.42%,2704
,"ROBESON, NC",60.44%,32.10%,9538
,"BEAUFORT, NC",61.95%,45.84%,4302
,"HENRY, KY",63.42%,37.94%,1829
,"CALDWELL, MO",55.08%,25.90%,305
,"JEFFERSON DAVIS, LA",62.83%,41.07%,1563
,"GREENE, NC",60.50%,34.62%,1086
,"RUTHERFORD, NC",57.37%,29.61%,2097
,"ROWAN, NC",59.90%,44.70%,9250
,"MAGOFFIN, KY",56.37%,27.83%,424
,"BRACKEN, KY",60.93%,40.56%,604
,"GRANT, KY",64.67%,41.37%,3227
,"WILKES, NC",58.67%,34.84%,2035
,"RED WILLOW, NE",57.00%,30.03%,293
,"ATTALA, MS",64.74%,30.75%,1109
,"HYDE, NC",59.53%,24.75%,299
,"TEXAS, MO",64.08%,26.87%,387
,"ADAMS, MS",62.00%,26.30%,479
,"RICHARDSON, NE",57.79%,29.22%,154
,"MARSHALL, MS",60.85%,30.43%,2133
,"CALDWELL, KY",62.00%,44.67%,600
,"SCOTT, MS",64.27%,30.78%,1293
,"HARNETT, NC",62.65%,38.73%,7807
,"ALAMANCE, NC",60.29%,39.34%,17506
,"HARDIN, KY",62.71%,46.21%,12152
,"JONES, NC",63.74%,37.00%,273
,"DUNKLIN, MO",61.21%,54.60%,923
,"COAHOMA, MS",64.69%,37.14%,490
,"VALENCIA, NM",56.89%,29.84%,1146
,"LUCE, MI",55.88%,-,34
,"BOYD, NE",68.42%,36.84%,38
,"LIVINGSTON, KY",60.44%,41.12%,771
,"DAVIESS, MO",58.08%,23.37%,291
,"POINTE COUPEE, LA",64.32%,42.40%,1519
,"RUSSELL, KY",56.80%,29.61%,412
,"PEARL RIVER, MS",62.98%,36.73%,5257
,"VALLEY, NE",50.54%,21.51%,93
,"OTOE, NE",53.69%,26.21%,393
,"CLINTON, NY",57.16%,17.54%,6624
,"HINDS, MS",64.36%,35.28%,14690
,"ANTELOPE, NE",60.69%,22.90%,262
,"STOKES, NC",62.64%,39.85%,3686
,"PEMISCOT, MO",64.67%,59.23%,569
,"MORGAN, MO",54.55%,29.55%,44
,"FREEBORN, MN",63.00%,38.77%,227
,"VERNON, MO",58.13%,26.88%,160
,"WHITLEY, KY",63.39%,36.92%,3556
,"PANOLA, MS",56.23%,30.09%,1645
,"BATES, MO",56.19%,26.98%,315
,"MILLE LACS, MN",64.92%,51.59%,1793
,"CUMBERLAND, NC",63.07%,36.72%,17399
,"LYON, KY",60.74%,48.63%,512
,"BRECKINRIDGE, KY",62.93%,36.89%,1079
,"OCEANA, MI",63.30%,52.03%,2583
,"DESOTO, MS",58.74%,32.04%,12427
,"BROWN, NE",58.73%,25.40%,63
,"MARION, MO",-,-,17
,"WEBSTER, MS",63.59%,39.91%,857
,"TORRANCE, NM",58.99%,26.97%,178
,"PETTIS, MO",56.50%,26.50%,200
,"SARPY, NE",56.10%,30.04%,9202
,"BULLITT, KY",64.37%,44.56%,8562
,"BOLLINGER, MO",61.71%,70.63%,538
,"REYNOLDS, MO",62.04%,65.28%,216
,"JOHNSTON, NC",61.02%,34.45%,18767
,"HOKE, NC",65.03%,35.73%,1993
,"SUNFLOWER, MS",65.09%,34.66%,401
,"CLAY, NE",58.90%,32.36%,309
,"BALLARD, KY",64.72%,46.60%,530
,"NIAGARA, NY",55.83%,29.80%,8039
,"SURRY, NC",61.34%,39.04%,3619
,"ROCKINGHAM, NC",60.44%,34.73%,7843
,"PERQUIMANS, NC",63.10%,42.51%,981
,"MCCREARY, KY",60.22%,27.06%,802
,"RANDOLPH, NC",57.04%,32.11%,6665
,"ORLEANS, NY",58.79%,27.83%,2914
,"SIMPSON, MS",62.96%,32.56%,1161
,"PERRY, MO",56.38%,67.95%,337
,"POLK, NE",59.30%,34.88%,86
,"CHOWAN, NC",64.25%,45.56%,1284
,"MARSHALL, KY",61.65%,39.48%,2913
,"YADKIN, NC",62.02%,43.25%,2483
,"UNION, KY",65.50%,53.53%,1203
,"CARROLL, MO",56.86%,26.14%,153
,"BOONE, NE",54.32%,18.52%,162
,"PULASKI, KY",52.65%,26.66%,2524
,"TRIGG, KY",56.25%,37.95%,224
,"AITKIN, MN",60.00%,37.79%,1040
,"JOHNSON, MO",54.44%,25.74%,878
,"MADISON, LA",55.62%,31.36%,169
,"ASSUMPTION, LA",61.57%,38.72%,1059
,"CATTARAUGUS, NY",53.86%,21.98%,919
,"MONTGOMERY, MS",62.22%,39.26%,540
,"MARION, KY",59.46%,33.68%,671
,"SAINT JAMES, LA",64.98%,43.80%,968
,"CASS, MI",63.07%,39.11%,2659
,"FRANKLIN, NC",59.71%,36.55%,5560
,"SCHOHARIE, NY",60.15%,37.08%,2349
,"SEWARD, NE",54.52%,24.43%,442
,"FRONTIER, NE",63.72%,38.05%,113
,"PLATTE, NE",55.54%,22.58%,713
,"WASHINGTON, MD",57.92%,33.54%,13169
,"WEST BATON ROUGE, LA",66.12%,47.01%,2544
,"GARRARD, KY",64.48%,41.66%,1157
,"MUSKEGON, MI",61.95%,47.05%,17376
,"LESLIE, KY",66.85%,39.43%,558
,"SAINT CHARLES, LA",61.63%,47.72%,3787
,"LEAKE, MS",65.40%,34.93%,1503
,"ROCKCASTLE, KY",55.48%,33.15%,712
,"LEWIS, NY",58.01%,26.69%,281
,"STONE, MS",63.57%,33.91%,1035
,"WASHINGTON, LA",60.05%,41.16%,2954
,"RAY, MO",57.81%,25.52%,576
,"CASS, MO",52.78%,29.63%,3871
,"MUSSELSHELL, MT",62.04%,34.31%,137
,"KNOTT, KY",60.49%,34.75%,610
,"HERKIMER, NY",59.48%,34.81%,4840
,"BARTON, MO",48.78%,26.83%,41
,"OSAGE, MO",63.16%,39.47%,38
,"HENDERSON, KY",64.46%,45.21%,3970
,"RIPLEY, MO",60.67%,66.67%,567
,"ADAMS, NE",57.63%,35.31%,2124
,"CARROLL, KY",62.43%,39.10%,849
,"ITASCA, MN",63.15%,46.41%,3872
,"WHEELER, NE",78.57%,-,14
,"GUADALUPE, NM",74.19%,41.94%,31
,"WEBSTER, KY",64.40%,51.50%,868
,"GRANVILLE, NC",59.59%,37.57%,4224
,"DELTA, MI",60.68%,25.42%,2777
,"SAINT BERNARD, LA",60.33%,39.34%,2440
,"SAINT MARTIN, LA",58.76%,35.04%,3014
,"MISSISSIPPI, MO",66.93%,79.95%,768
,"MASON, MI",60.41%,44.86%,2675
,"ANSON, NC",67.29%,43.87%,538
,"DONA ANA, NM",60.24%,38.10%,903
,"CHENANGO, NY",60.98%,33.44%,4252
,"DUPLIN, NC",60.76%,38.86%,3147
,"WEBSTER, NE",54.97%,31.94%,191
,"MONTCALM, MI",60.09%,38.56%,5264
,"MCKINLEY, NM",60.42%,25.52%,384
,"MONROE, MI",58.20%,40.66%,13616
,"WARREN, MS",59.49%,25.23%,1407
,"PISCATAQUIS, ME",55.97%,31.06%,293
,"JACKSON, MI",60.74%,42.62%,13931
,"ANNE ARUNDEL, MD",54.78%,45.25%,23109
,"RANDOLPH, MO",75.00%,-,20
,"COLFAX, NE",51.88%,25.56%,133
,"OSCEOLA, MI",58.77%,38.31%,1848
,"SCOTLAND, NC",55.95%,27.49%,622
,"TISHOMINGO, MS",60.23%,31.09%,1486
,"PHELPS, MO",60.48%,29.08%,2933
,"CARROLL, MS",62.69%,31.79%,453
,"TALLAHATCHIE, MS",59.21%,31.05%,380
,"ITAWAMBA, MS",61.04%,33.18%,1992
,"CHEROKEE, NC",58.72%,37.72%,1657
,"GREEN, KY",58.31%,33.79%,367
,"YALOBUSHA, MS",54.71%,29.39%,912
,"SAINT LAWRENCE, NY",58.69%,32.23%,8131
,"PRINCE GEORGES, MD",57.40%,31.29%,13380
,"SAINT CLAIR, MO",57.53%,30.14%,73
,"WAYNE, MO",61.63%,76.87%,735
,"SAINT LANDRY, LA",60.16%,34.43%,2663
,"LAUDERDALE, MS",63.05%,39.75%,5451
,"HARFORD, MD",54.93%,39.89%,13771
,"MADISON, NY",55.46%,28.87%,2328
,"JACKSON, MS",58.52%,32.45%,11163
,"MOREHOUSE, LA",51.72%,32.18%,870
,"BOX BUTTE, NE",55.56%,31.31%,297
,"ALLEGANY, MD",58.28%,31.26%,1788
,"MONTGOMERY, NY",58.40%,32.56%,1339
,"CHERRY, NE",54.48%,22.07%,145
,"IBERIA, LA",58.41%,33.94%,2092
,"TANGIPAHOA, LA",60.83%,38.40%,10109
,"PENOBSCOT, ME",51.86%,34.30%,6685
,"NUCKOLLS, NE",57.00%,28.00%,100
,"RANKIN, MS",59.75%,31.16%,10760
,"GRANT, MN",60.49%,42.63%,448
,"LIVINGSTON, MO",61.27%,37.81%,976
,"FRANKLIN, KY",63.27%,45.59%,4018
,"MORRISON, MN",60.23%,40.64%,2062
,"IONIA, MI",61.39%,39.15%,3880
,"CRITTENDEN, KY",60.27%,35.89%,365
,"CLAY, MO",54.17%,30.05%,9798
,"CHAUTAUQUA, NY",53.85%,20.29%,2050
,"JACKSON, MO",53.22%,31.29%,27266
,"WASHINGTON, NY",54.41%,26.95%,3150
,"MECOSTA, MI",59.76%,39.83%,3211
,"KANABEC, MN",59.14%,41.53%,301
,"BREATHITT, KY",59.57%,33.51%,376
,"COOPER, MO",51.28%,-,39
,"NODAWAY, MO",59.93%,26.14%,1450
,"MASON, KY",55.25%,33.61%,476
,"DEUEL, NE",60.92%,17.24%,87
,"GAGE, NE",58.97%,39.53%,1935
,"PERSON, NC",60.83%,35.70%,2507
,"NEWAYGO, MI",59.93%,41.16%,4322
,"LAMAR, MS",63.05%,37.83%,4660
,"CORTLAND, NY",56.68%,35.79%,3227
,"STODDARD, MO",58.69%,73.75%,1421
,"PITT, NC",60.28%,40.96%,10900
,"EAST FELICIANA, LA",61.16%,34.08%,1470
,"GRAVES, KY",61.37%,37.17%,2190
,"MCDOWELL, NC",56.05%,32.19%,2874
,"TATE, MS",57.67%,33.21%,1075
,"MARTIN, MN",60.61%,44.41%,716
,"GLOUCESTER, NJ",55.88%,36.42%,20734
,"HART, KY",55.56%,39.77%,513
,"PASSAIC, NJ",50.81%,37.34%,10928
,"PONTOTOC, MS",60.41%,30.23%,2339
,"GRUNDY, MO",59.15%,38.65%,727
,"RICHLAND, LA",53.68%,25.20%,611
,"ISANTI, MN",62.86%,46.25%,1295
,"MORRILL, NE",58.13%,35.63%,160
,"RED LAKE, MN",57.40%,42.38%,446
,"ALGER, MI",54.67%,16.00%,75
,"MAHNOMEN, MN",59.65%,40.10%,399
,"BURT, NE",48.60%,22.43%,107
,"ISSAQUENA, MS",-,-,10 or fewer
,"PRENTISS, MS",59.01%,30.31%,1976
,"CALHOUN, MI",56.02%,27.69%,10165
,"SHELBY, KY",61.97%,39.55%,4099
,"NORMAN, MN",65.01%,49.32%,663
,"CRAWFORD, MO",57.96%,22.64%,402
,"OUACHITA, LA",58.08%,33.01%,9118
,"GENESEE, NY",57.42%,27.39%,4984
,"TODD, MN",58.77%,38.18%,1739
,"CALCASIEU, LA",53.66%,25.57%,6523
,"DAVIE, NC",56.35%,43.05%,2994
,"GARRETT, MD",57.58%,29.21%,2242
,"SHANNON, MO",70.27%,48.65%,37
,"UNION, LA",52.60%,30.36%,616
,"CARTER, KY",59.29%,29.44%,479
,"BRANCH, MI",56.44%,29.74%,2966
,"BOONE, KY",59.16%,40.45%,16390
,"ARENAC, MI",52.73%,25.45%,55
,"OWEN, KY",62.92%,39.14%,677
,"RICHLAND, MT",59.98%,32.81%,1027
,"CALHOUN, MS",61.04%,29.27%,960
,"WASHINGTON, NE",49.16%,22.90%,476
,"SENECA, NY",60.04%,24.92%,1882
,"ERIE, NY",53.25%,29.40%,22432
,"ACADIA, LA",57.14%,31.69%,2954
,"BENTON, MS",56.15%,29.71%,488
,"WYOMING, NY",54.49%,25.83%,1947
,"RENSSELAER, NY",54.59%,32.55%,11415
,"LOWNDES, MS",60.92%,35.01%,3785
,"CAYUGA, NY",54.61%,26.00%,1800
,"TENSAS, LA",58.49%,22.64%,53
,"WASHINGTON, MS",63.52%,29.64%,614
,"BEAUREGARD, LA",51.87%,18.85%,642
,"DORCHESTER, MD",57.85%,31.66%,2451
,"FRANKLIN, LA",47.58%,23.41%,393
,"BRUNSWICK, NC",56.79%,40.28%,10127
,"CALLOWAY, KY",54.72%,35.95%,1007
,"MERCER, MO",57.02%,37.28%,228
,"KENTON, KY",58.05%,40.90%,17228
,"BOYLE, KY",56.10%,31.36%,861
,"ELLIOTT, KY",56.88%,33.13%,160
,"BUTLER, MO",61.36%,74.99%,2611
,"MCCRACKEN, KY",59.23%,42.85%,6455
,"PINE, MN",55.82%,39.70%,1272
,"WOODFORD, KY",55.34%,36.51%,1312
,"MONTGOMERY, NC",55.56%,29.82%,342
,"CONCORDIA, LA",55.56%,27.35%,234
,"SAUNDERS, NE",53.14%,26.57%,542
,"GLACIER, MT",56.42%,29.82%,218
,"WARREN, NJ",54.67%,34.98%,5403
,"VAN BUREN, MI",59.81%,32.64%,7166
,"ALLEGANY, NY",58.11%,36.23%,2893
,"GREENE, NY",53.56%,37.44%,3299
,"ONONDAGA, NY",55.15%,27.31%,14211
,"LINN, MO",60.07%,31.54%,298
,"SHARKEY, MS",54.46%,25.74%,101
,"CUMING, NE",63.20%,32.00%,125
,"CAMDEN, NC",53.99%,34.92%,965
,"CURRITUCK, NC",52.69%,30.55%,2344
,"CUMBERLAND, NJ",57.12%,24.00%,3692
,"PENDER, NC",51.79%,31.72%,3632
,"FORREST, MS",63.59%,37.20%,8026
,"BELL, KY",62.75%,31.50%,765
,"MONTGOMERY, MO",-,-,10 or fewer
,"CARLISLE, KY",62.86%,40.57%,350
,"QUEEN ANNES, MD",53.26%,43.38%,3186
,"BLAINE, MT",51.04%,27.08%,96
,"KNOX, NE",58.70%,21.74%,184
,"ALLEGHANY, NC",56.40%,29.86%,211
,"FLEMING, KY",54.94%,30.04%,486
,"HURON, MI",56.39%,28.57%,133
,"CASEY, KY",60.53%,32.11%,380
,"WEST CARROLL, LA",46.10%,26.95%,282
,"CAMPBELL, KY",56.06%,38.42%,8835
,"SCOTTS BLUFF, NE",57.14%,33.40%,1934
,"MARSHALL, MN",61.04%,39.74%,906
,"STANTON, NE",55.29%,25.48%,208
,"LEFLORE, MS",67.71%,34.00%,994
,"GRENADA, MS",59.41%,29.50%,1488
,"SAINTE GENEVIEVE, MO",60.36%,63.96%,111
,"DUNDY, NE",67.35%,30.61%,49
,"JEFFERSON, NE",58.99%,35.33%,317
,"LIVINGSTON, LA",58.97%,41.26%,13713
,"YANCEY, NC",53.79%,24.19%,277
,"GARDEN, NE",58.57%,30.00%,70
,"UNION, MS",56.93%,29.16%,2431
,"PLAQUEMINES, LA",54.50%,40.27%,1356
,"CHISAGO, MN",61.05%,45.98%,3815
,"MARIES, MO",60.21%,37.17%,382
,"DELAWARE, NY",54.68%,31.38%,3537
,"SCOTT, MO",61.19%,75.88%,2015
,"STEVENS, MN",55.63%,33.11%,293
,"BATH, KY",60.11%,32.06%,549
,"KIMBALL, NE",60.75%,27.10%,107
,"MEEKER, MN",55.35%,46.72%,869
,"SAINT CLAIR, MI",51.58%,28.14%,2317
,"FULTON, NY",52.44%,24.81%,1846
,"LINCOLN, NE",57.81%,31.53%,3105
,"CAMDEN, NJ",54.98%,32.32%,45689
,"BERRIEN, MI",55.87%,42.22%,13135
,"LEWIS, KY",56.29%,31.14%,167
,"DOUGLAS, NE",50.89%,29.78%,20101
,"SALEM, NJ",58.15%,31.89%,2879
,"ONEIDA, NY",54.05%,28.10%,13203
,"WILKIN, MN",58.77%,51.82%,633
,"CHEYENNE, NE",60.11%,26.55%,727
,"PHILLIPS, MT",56.76%,-,37
,"CHIPPEWA, MN",56.23%,47.33%,393
,"OREGON, MO",50.00%,43.18%,44
,"ASHE, NC",48.89%,23.26%,1221
,"PONDERA, MT",43.79%,20.71%,169
,"SHERIDAN, MT",58.68%,11.57%,121
,"KENT, MD",55.52%,32.11%,1196
,"ADAIR, KY",54.48%,34.14%,413
,"CLINTON, KY",53.10%,21.71%,258
,"KOOCHICHING, MN",55.95%,38.75%,1076
,"BURLINGTON, NJ",53.03%,29.00%,39698
,"SHERIDAN, NE",42.86%,14.29%,84
,"ESSEX, NY",53.84%,21.25%,2344
,"DICKINSON, MI",60.14%,29.23%,1656
,"MCLEAN, KY",56.67%,33.33%,150
,"BOLIVAR, MS",57.30%,29.42%,452
,"RICHMOND, NC",54.73%,28.83%,444
,"AUDRAIN, MO",-,-,13
,"HAYWOOD, NC",56.50%,24.49%,731
,"BRISTOL, MA",55.42%,52.19%,28730
,"SANILAC, MI",54.45%,25.34%,292
,"PENNINGTON, MN",54.18%,45.42%,1495
,"JEFFERSON, LA",56.30%,38.97%,21160
,"CASS, MN",54.88%,39.56%,2141
,"TIOGA, NY",55.18%,29.18%,4424
,"FRANKLIN, ME",54.35%,34.91%,2309
,"GREELEY, NE",55.56%,-,45
,"ALCORN, MS",52.21%,24.49%,1360
,"PULASKI, MO",60.76%,28.09%,1858
,"VERMILION, LA",57.60%,32.56%,2460
,"SOMERSET, ME",51.32%,26.38%,834
,"TIPPAH, MS",53.93%,27.71%,1133
,"BENTON, MN",56.51%,46.07%,3562
,"WALDO, ME",52.14%,33.74%,3038
,"MADISON, NC",57.07%,29.93%,1216
,"CHOUTEAU, MT",53.70%,25.68%,257
,"PERSHING, NV",54.48%,22.39%,134
,"MITCHELL, NC",53.49%,23.55%,344
,"WASHINGTON, ME",49.16%,27.37%,358
,"WAYNE, NY",56.29%,31.35%,8928
,"JEFFERSON, KY",56.77%,38.54%,70452
,"LIVINGSTON, NY",52.08%,30.56%,5595
,"BARRY, MI",55.61%,38.39%,5132
,"MCPHERSON, NE",52.00%,-,25
,"LIBERTY, MT",62.86%,-,35
,"LEE, MS",56.63%,30.41%,8224
,"ASCENSION, LA",58.99%,43.68%,14124
,"OGEMAW, MI",48.10%,37.97%,79
,"CARROLL, MD",50.71%,28.97%,3469
,"CARTER, MO",54.68%,69.88%,342
,"SAINT MARYS, MD",55.90%,27.30%,619
,"OTSEGO, NY",54.56%,31.16%,4820
,"WABASHA, MN",54.72%,29.81%,265
,"GLADWIN, MI",51.61%,31.18%,93
,"BURKE, NC",53.94%,30.85%,5818
,"WAYNE, MI",54.74%,35.51%,115649
,"ALLEN, LA",52.91%,21.88%,361
,"SULLIVAN, NH",53.62%,29.13%,3478
,"CALDWELL, LA",43.41%,18.60%,258
,"MILLER, MO",56.52%,36.96%,46
,"BIG HORN, MT",54.74%,29.47%,190
,"SCOTLAND, MO",-,-,10 or fewer
,"ELKO, NV",53.60%,27.93%,1722
,"CAPE MAY, NJ",49.76%,29.42%,3722
,"SAINT MARY, LA",55.23%,33.21%,2102
,"ALLEGAN, MI",57.16%,37.25%,7752
,"AROOSTOOK, ME",52.41%,31.29%,2547
,"CALDWELL, NC",56.32%,33.01%,6920
,"METCALFE, KY",61.02%,-,59
,"FORSYTH, NC",57.09%,38.23%,28061
,"LANDER, NV",56.18%,22.47%,89
,"GOLDEN VALLEY, MT",66.67%,-,27
,"BALTIMORE, MD",53.25%,39.12%,30979
,"CHARITON, MO",56.41%,28.21%,39
,"STEUBEN, NY",55.90%,30.29%,8794
,"LEE, NC",55.72%,32.14%,2265
,"WADENA, MN",58.47%,33.47%,980
,"JESSAMINE, KY",57.13%,38.95%,3856
,"ONSLOW, NC",55.58%,30.77%,3386
,"PAMLICO, NC",54.30%,32.12%,302
,"WAYNE, NE",59.33%,15.99%,563
,"PUTNAM, MO",61.02%,27.12%,59
,"MARQUETTE, MI",54.68%,24.86%,523
,"SIBLEY, MN",47.54%,29.51%,61
,"SULLIVAN, MO",55.17%,22.99%,87
,"TRAVERSE, MN",53.87%,35.92%,284
,"LOGAN, NE",62.90%,24.19%,62
,"KENNEBEC, ME",52.00%,25.82%,2773
,"SCHUYLER, NY",53.53%,29.60%,1358
,"BECKER, MN",54.78%,45.61%,3304
,"HAMPDEN, MA",54.06%,37.24%,16802
,"LYON, NV",57.35%,27.15%,3245
,"MACOMB, MI",51.55%,31.75%,52278
,"HANCOCK, MS",55.44%,29.11%,2518
,"MADISON, MS",54.13%,25.19%,8601
,"GUILFORD, NC",54.20%,32.43%,39147
,"BOURBON, KY",58.32%,39.91%,2145
,"CROW WING, MN",56.25%,37.72%,5193
,"MADISON, NE",52.05%,21.47%,2557
,"STANLY, NC",55.68%,38.46%,1365
,"LANCASTER, NE",52.37%,26.07%,15556
,"SOCORRO, NM",42.86%,22.45%,98
,"AVOYELLES, LA",54.76%,26.19%,336
,"SALINE, NE",55.48%,25.67%,1013
,"SCHOOLCRAFT, MI",51.72%,20.00%,145
,"CRAVEN, NC",51.35%,33.46%,2146
,"PAWNEE, NE",63.16%,27.63%,76
,"LEWIS, MO",-,-,11
,"BALTIMORE CITY, MD",53.87%,36.03%,21420
,"TODD, KY",48.84%,34.88%,43
,"CAPE GIRARDEAU, MO",55.29%,71.85%,4100
,"GASTON, NC",56.97%,45.91%,7487
,"TOOLE, MT",47.78%,22.22%,90
,"PLATTE, MO",48.85%,29.13%,6065
,"CHAVES, NM",55.38%,29.68%,1860
,"OXFORD, ME",53.03%,35.19%,4075
,"BIG STONE, MN",48.89%,36.67%,180
,"HAMILTON, NY",43.80%,23.14%,121
,"SCHENECTADY, NY",51.44%,25.71%,3707
,"ROSEAU, MN",55.24%,29.72%,1430
,"SWIFT, MN",55.83%,46.63%,609
,"SWAIN, NC",49.09%,18.18%,110
