,,,Aug,10 or fewer,10 or fewer,10 or fewer,1995
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1965
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1983
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1949
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1953
,≥ 25 and < 45 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,4978
,,,Feb,10 or fewer,10 or fewer,10 or fewer,4476
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4770
,,,Apr,10 or fewer,10 or fewer,10 or fewer,4652
,,,May,10 or fewer,10 or fewer,10 or fewer,4753
,,,Jun,10 or fewer,10 or fewer,10 or fewer,4679
,,,Jul,10 or fewer,10 or fewer,10 or fewer,4641
,,,Aug,10 or fewer,10 or fewer,10 or fewer,4564
,,,Sep,10 or fewer,10 or fewer,10 or fewer,4416
,,,Oct,10 or fewer,10 or fewer,10 or fewer,4670
,,,Nov,10 or fewer,10 or fewer,10 or fewer,4470
,,,Dec,10 or fewer,10 or fewer,10 or fewer,4548
,≥ 45 and < 65 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,4728
,,,Feb,10 or fewer,10 or fewer,10 or fewer,4190
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4484
,,,Apr,10 or fewer,10 or fewer,10 or fewer,4368
,,,May,10 or fewer,10 or fewer,10 or fewer,4490
,,,Jun,10 or fewer,10 or fewer,10 or fewer,4308
,,,Jul,10 or fewer,10 or fewer,10 or fewer,4440
,,,Aug,10 or fewer,10 or fewer,10 or fewer,4311
,,,Sep,10 or fewer,10 or fewer,10 or fewer,4235
,,,Oct,10 or fewer,10 or fewer,10 or fewer,4507
,,,Nov,10 or fewer,10 or fewer,10 or fewer,4436
,,,Dec,10 or fewer,10 or fewer,10 or fewer,4395
,65 Years or more,2018,Jan,10 or fewer,10 or fewer,10 or fewer,4568
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3877
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4359
,,,Apr,10 or fewer,10 or fewer,10 or fewer,4057
,,,May,10 or fewer,10 or fewer,10 or fewer,4183
,,,Jun,10 or fewer,10 or fewer,10 or fewer,3924
,,,Jul,10 or fewer,10 or fewer,10 or fewer,4069
,,,Aug,10 or fewer,10 or fewer,10 or fewer,3893
,,,Sep,10 or fewer,10 or fewer,10 or fewer,3810
,,,Oct,10 or fewer,10 or fewer,10 or fewer,4052
,,,Nov,10 or fewer,10 or fewer,10 or fewer,4173
,,,Dec,10 or fewer,10 or fewer,10 or fewer,4289
,No value,2018,Jan,10 or fewer,10 or fewer,10 or fewer,620
,,,Feb,10 or fewer,10 or fewer,10 or fewer,588
,,,Mar,10 or fewer,10 or fewer,10 or fewer,548
,,,Apr,10 or fewer,10 or fewer,10 or fewer,477
,,,May,10 or fewer,10 or fewer,10 or fewer,501
,,,Jun,10 or fewer,10 or fewer,10 or fewer,507
,,,Jul,10 or fewer,10 or fewer,10 or fewer,438
,,,Aug,10 or fewer,10 or fewer,10 or fewer,471
,,,Sep,10 or fewer,10 or fewer,10 or fewer,463
,,,Oct,10 or fewer,10 or fewer,10 or fewer,501
,,,Nov,10 or fewer,10 or fewer,10 or fewer,504
,,,Dec,10 or fewer,10 or fewer,10 or fewer,521
,"Total: Total includes all data under the Hawaii bucket, including data from rows not currently displayed.",2018,Jan,10 or fewer,10 or fewer,10 or fewer,20969
,,,Feb,10 or fewer,10 or fewer,10 or fewer,18730
,,,Mar,10 or fewer,10 or fewer,10 or fewer,20118
,,,Apr,12,10 or fewer,10 or fewer,19205
,,,May,10 or fewer,10 or fewer,10 or fewer,19584
,,,Jun,13,10 or fewer,10 or fewer,18442
,,,Jul,10 or fewer,10 or fewer,10 or fewer,18800
,,,Aug,11,10 or fewer,10 or fewer,18336
,,,Sep,10 or fewer,15,10 or fewer,17932
,,,Oct,10 or fewer,10 or fewer,10 or fewer,18873
,,,Nov,11,10 or fewer,10 or fewer,18876
,,,Dec,12,10 or fewer,10 or fewer,19165
Rhode Island,Less than 15 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,4194
,,,Feb,10 or fewer,10 or fewer,10 or fewer,4215
,,,Mar,10 or fewer,10 or fewer,10 or fewer,3582
,,,Apr,10 or fewer,10 or fewer,10 or fewer,3507
,,,May,10 or fewer,10 or fewer,10 or fewer,3826
,,,Jun,10 or fewer,10 or fewer,10 or fewer,3255
,,,Jul,10 or fewer,10 or fewer,10 or fewer,3218
,,,Aug,10 or fewer,10 or fewer,10 or fewer,3200
,,,Sep,10 or fewer,10 or fewer,10 or fewer,3462
,,,Oct,10 or fewer,10 or fewer,10 or fewer,3767
,,,Nov,10 or fewer,10 or fewer,10 or fewer,3427
,,,Dec,10 or fewer,10 or fewer,10 or fewer,3989
,≥ 15 and < 25 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,2341
,,,Feb,10 or fewer,10 or fewer,10 or fewer,2199
,,,Mar,10 or fewer,10 or fewer,10 or fewer,2232
,,,Apr,10 or fewer,10 or fewer,10 or fewer,2311
,,,May,10 or fewer,10 or fewer,10 or fewer,2270
,,,Jun,10 or fewer,10 or fewer,10 or fewer,2114
,,,Jul,10 or fewer,10 or fewer,10 or fewer,2267
,,,Aug,10 or fewer,10 or fewer,10 or fewer,2273
,,,Sep,10 or fewer,10 or fewer,10 or fewer,2256
,,,Oct,10 or fewer,10 or fewer,10 or fewer,2412
,,,Nov,10 or fewer,10 or fewer,10 or fewer,2115
,,,Dec,10 or fewer,10 or fewer,10 or fewer,2070
,≥ 25 and < 45 Years,2018,Jan,15,10 or fewer,10 or fewer,4384
,,,Feb,12,10 or fewer,10 or fewer,4048
,,,Mar,25,10 or fewer,10 or fewer,4163
,,,Apr,15,10 or fewer,10 or fewer,4172
,,,May,15,10 or fewer,10 or fewer,4513
,,,Jun,24,10 or fewer,10 or fewer,4301
,,,Jul,21,10 or fewer,10 or fewer,4753
,,,Aug,23,10 or fewer,10 or fewer,4586
,,,Sep,28,10 or fewer,10 or fewer,4339
,,,Oct,23,10 or fewer,10 or fewer,4255
,,,Nov,14,10 or fewer,10 or fewer,3964
,,,Dec,18,10 or fewer,10 or fewer,4141
,≥ 45 and < 65 Years,2018,Jan,13,10 or fewer,10 or fewer,4213
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3961
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4132
,,,Apr,10 or fewer,10 or fewer,10 or fewer,4121
,,,May,10 or fewer,10 or fewer,10 or fewer,4425
,,,Jun,11,10 or fewer,10 or fewer,4214
,,,Jul,10 or fewer,10 or fewer,10 or fewer,4448
,,,Aug,10 or fewer,10 or fewer,10 or fewer,4462
,,,Sep,10 or fewer,10 or fewer,10 or fewer,4254
,,,Oct,10 or fewer,10 or fewer,10 or fewer,4205
,,,Nov,10 or fewer,10 or fewer,10 or fewer,3939
,,,Dec,10 or fewer,10 or fewer,10 or fewer,4032
,65 Years or more,2018,Jan,10 or fewer,10 or fewer,10 or fewer,3877
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3415
,,,Mar,10 or fewer,10 or fewer,10 or fewer,3783
,,,Apr,10 or fewer,10 or fewer,10 or fewer,3740
,,,May,10 or fewer,10 or fewer,10 or fewer,3793
,,,Jun,10 or fewer,10 or fewer,10 or fewer,3755
,,,Jul,10 or fewer,10 or fewer,10 or fewer,3918
,,,Aug,10 or fewer,10 or fewer,10 or fewer,3916
,,,Sep,10 or fewer,10 or fewer,10 or fewer,3780
,,,Oct,10 or fewer,10 or fewer,10 or fewer,3793
,,,Nov,10 or fewer,10 or fewer,10 or fewer,3612
,,,Dec,10 or fewer,10 or fewer,10 or fewer,3900
,No value,2018,Jan,10 or fewer,10 or fewer,10 or fewer,585
,,,Feb,10 or fewer,10 or fewer,10 or fewer,593
,,,Mar,10 or fewer,10 or fewer,10 or fewer,587
,,,Apr,10 or fewer,10 or fewer,10 or fewer,551
,,,May,10 or fewer,10 or fewer,10 or fewer,591
,,,Jun,10 or fewer,10 or fewer,10 or fewer,565
,,,Jul,10 or fewer,10 or fewer,10 or fewer,523
,,,Aug,10 or fewer,10 or fewer,10 or fewer,590
,,,Sep,10 or fewer,10 or fewer,10 or fewer,573
,,,Oct,10 or fewer,10 or fewer,10 or fewer,564
,,,Nov,10 or fewer,10 or fewer,10 or fewer,556
,,,Dec,10 or fewer,10 or fewer,10 or fewer,602
,"Total: Total includes all data under the Rhode Island bucket, including data from rows not currently displayed.",2018,Jan,36,10 or fewer,10 or fewer,19591
,,,Feb,23,10 or fewer,10 or fewer,18431
,,,Mar,37,10 or fewer,10 or fewer,18478
,,,Apr,22,10 or fewer,10 or fewer,18400
,,,May,25,10 or fewer,10 or fewer,19415
,,,Jun,40,10 or fewer,10 or fewer,18203
,,,Jul,30,23,10 or fewer,19124
,,,Aug,35,28,10 or fewer,19025
,,,Sep,41,10 or fewer,10 or fewer,18661
,,,Oct,36,10 or fewer,10 or fewer,18995
,,,Nov,25,10 or fewer,10 or fewer,17608
,,,Dec,29,10 or fewer,10 or fewer,18734
Nevada,Less than 15 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,4453
,,,Feb,10 or fewer,10 or fewer,10 or fewer,4440
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4013
,,,Apr,10 or fewer,10 or fewer,10 or fewer,3506
,,,May,10 or fewer,10 or fewer,10 or fewer,3610
,,,Jun,10 or fewer,10 or fewer,10 or fewer,3058
,,,Jul,10 or fewer,10 or fewer,10 or fewer,2769
,,,Aug,10 or fewer,10 or fewer,10 or fewer,3233
,,,Sep,10 or fewer,10 or fewer,10 or fewer,3300
,,,Oct,10 or fewer,10 or fewer,10 or fewer,3328
,,,Nov,10 or fewer,10 or fewer,10 or fewer,3407
,,,Dec,10 or fewer,10 or fewer,10 or fewer,4047
,≥ 15 and < 25 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,2226
,,,Feb,10 or fewer,10 or fewer,10 or fewer,2000
,,,Mar,10 or fewer,10 or fewer,10 or fewer,2218
,,,Apr,10 or fewer,10 or fewer,10 or fewer,2127
,,,May,10 or fewer,10 or fewer,10 or fewer,2182
,,,Jun,10 or fewer,10 or fewer,10 or fewer,2032
,,,Jul,10 or fewer,10 or fewer,10 or fewer,2163
,,,Aug,10 or fewer,10 or fewer,10 or fewer,2185
,,,Sep,10 or fewer,10 or fewer,11,2097
,,,Oct,10 or fewer,10 or fewer,10 or fewer,2176
,,,Nov,10 or fewer,10 or fewer,10 or fewer,2020
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1943
,≥ 25 and < 45 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,4497
,,,Feb,10 or fewer,10 or fewer,10 or fewer,4020
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4459
,,,Apr,10 or fewer,10 or fewer,10 or fewer,4484
,,,May,10 or fewer,10 or fewer,10 or fewer,4602
,,,Jun,10 or fewer,10 or fewer,10 or fewer,4491
,,,Jul,10 or fewer,15,10 or fewer,4686
,,,Aug,10 or fewer,10 or fewer,10 or fewer,4732
,,,Sep,10 or fewer,10 or fewer,10 or fewer,4457
,,,Oct,10 or fewer,10 or fewer,11,4454
,,,Nov,10 or fewer,10 or fewer,10 or fewer,4250
,,,Dec,10 or fewer,10 or fewer,10 or fewer,4420
,≥ 45 and < 65 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,4058
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3686
,,,Mar,10 or fewer,10 or fewer,10 or fewer,3853
,,,Apr,10 or fewer,10 or fewer,10 or fewer,3765
,,,May,10 or fewer,10 or fewer,10 or fewer,3901
,,,Jun,10 or fewer,10 or fewer,10 or fewer,3943
,,,Jul,10 or fewer,12,10 or fewer,3999
,,,Aug,10 or fewer,11,10 or fewer,3993
,,,Sep,10 or fewer,10 or fewer,10 or fewer,3889
,,,Oct,10 or fewer,10 or fewer,10 or fewer,3811
,,,Nov,10 or fewer,10 or fewer,10 or fewer,3615
,,,Dec,10 or fewer,10 or fewer,10 or fewer,3889
,65 Years or more,2018,Jan,10 or fewer,10 or fewer,10 or fewer,2573
,,,Feb,10 or fewer,10 or fewer,10 or fewer,2291
,,,Mar,10 or fewer,10 or fewer,10 or fewer,2599
,,,Apr,10 or fewer,10 or fewer,10 or fewer,2441
,,,May,10 or fewer,10 or fewer,10 or fewer,2533
,,,Jun,10 or fewer,10 or fewer,10 or fewer,2426
,,,Jul,10 or fewer,10 or fewer,10 or fewer,2480
,,,Aug,10 or fewer,10 or fewer,10 or fewer,2385
,,,Sep,10 or fewer,10 or fewer,10 or fewer,2375
,,,Oct,10 or fewer,10 or fewer,10 or fewer,2463
,,,Nov,10 or fewer,10 or fewer,10 or fewer,2481
,,,Dec,10 or fewer,10 or fewer,10 or fewer,2558
,No value,2018,Jan,10 or fewer,10 or fewer,10 or fewer,630
,,,Feb,10 or fewer,10 or fewer,10 or fewer,611
,,,Mar,10 or fewer,10 or fewer,10 or fewer,659
,,,Apr,10 or fewer,10 or fewer,10 or fewer,602
,,,May,10 or fewer,10 or fewer,10 or fewer,593
,,,Jun,10 or fewer,10 or fewer,10 or fewer,602
,,,Jul,10 or fewer,10 or fewer,10 or fewer,601
,,,Aug,10 or fewer,10 or fewer,10 or fewer,652
,,,Sep,10 or fewer,10 or fewer,10 or fewer,565
,,,Oct,10 or fewer,10 or fewer,10 or fewer,624
,,,Nov,10 or fewer,10 or fewer,10 or fewer,667
,,,Dec,10 or fewer,10 or fewer,10 or fewer,685
,"Total: Total includes all data under the Nevada bucket, including data from rows not currently displayed.",2018,Jan,11,10 or fewer,17,18437
,,,Feb,12,10 or fewer,16,17048
,,,Mar,10 or fewer,10 or fewer,17,17800
,,,Apr,12,10 or fewer,16,16924
,,,May,13,10 or fewer,17,17420
,,,Jun,14,19,14,16551
,,,Jul,11,42,17,16698
,,,Aug,11,27,11,17180
,,,Sep,10 or fewer,10 or fewer,24,16681
,,,Oct,10 or fewer,10 or fewer,21,16853
,,,Nov,13,10 or fewer,17,16439
,,,Dec,10 or fewer,10 or fewer,14,17541
West Virginia,Less than 15 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,2848
,,,Feb,10 or fewer,10 or fewer,10 or fewer,2892
,,,Mar,10 or fewer,10 or fewer,10 or fewer,2312
,,,Apr,10 or fewer,10 or fewer,10 or fewer,2533
,,,May,10 or fewer,10 or fewer,10 or fewer,2664
,,,Jun,10 or fewer,10 or fewer,10 or fewer,2352
,,,Jul,10 or fewer,10 or fewer,10 or fewer,2237
,,,Aug,10 or fewer,10 or fewer,10 or fewer,2181
,,,Sep,10 or fewer,10 or fewer,10 or fewer,2688
,,,Oct,10 or fewer,10 or fewer,10 or fewer,2733
,,,Nov,10 or fewer,10 or fewer,10 or fewer,2439
,,,Dec,10 or fewer,10 or fewer,10 or fewer,2993
,≥ 15 and < 25 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,2414
,,,Feb,10 or fewer,10 or fewer,10 or fewer,2150
,,,Mar,10 or fewer,10 or fewer,10 or fewer,2129
,,,Apr,10 or fewer,10 or fewer,10 or fewer,2237
,,,May,10 or fewer,10 or fewer,10 or fewer,2242
,,,Jun,10 or fewer,10 or fewer,10 or fewer,2285
,,,Jul,10 or fewer,10 or fewer,10 or fewer,2273
,,,Aug,10 or fewer,10 or fewer,10 or fewer,2453
,,,Sep,10 or fewer,11,10 or fewer,2599
,,,Oct,10 or fewer,10 or fewer,10 or fewer,2589
,,,Nov,10 or fewer,10 or fewer,10 or fewer,2244
,,,Dec,10 or fewer,10 or fewer,10 or fewer,2284
,≥ 25 and < 45 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,4760
,,,Feb,10 or fewer,10 or fewer,10 or fewer,4206
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4542
,,,Apr,10 or fewer,10 or fewer,10 or fewer,4506
,,,May,10 or fewer,10 or fewer,10 or fewer,4685
,,,Jun,10 or fewer,10 or fewer,10 or fewer,4825
,,,Jul,10 or fewer,10 or fewer,10 or fewer,5093
,,,Aug,11,10 or fewer,10 or fewer,4984
,,,Sep,10 or fewer,10 or fewer,10 or fewer,5114
,,,Oct,10 or fewer,10 or fewer,10 or fewer,4995
,,,Nov,10 or fewer,10 or fewer,10 or fewer,4626
,,,Dec,10 or fewer,10 or fewer,10 or fewer,4821
,≥ 45 and < 65 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,4302
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3895
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4136
,,,Apr,10 or fewer,10 or fewer,10 or fewer,4171
,,,May,10 or fewer,10 or fewer,10 or fewer,4329
,,,Jun,10 or fewer,10 or fewer,10 or fewer,4491
,,,Jul,10 or fewer,10 or fewer,10 or fewer,4766
,,,Aug,10 or fewer,10 or fewer,10 or fewer,4683
,,,Sep,10 or fewer,10 or fewer,10 or fewer,4590
,,,Oct,10 or fewer,10 or fewer,10 or fewer,4511
,,,Nov,10 or fewer,10 or fewer,10 or fewer,4120
,,,Dec,10 or fewer,10 or fewer,10 or fewer,4338
,65 Years or more,2018,Jan,10 or fewer,10 or fewer,10 or fewer,3429
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3028
,,,Mar,10 or fewer,10 or fewer,10 or fewer,3366
,,,Apr,10 or fewer,10 or fewer,10 or fewer,3207
,,,May,10 or fewer,10 or fewer,10 or fewer,3437
,,,Jun,10 or fewer,10 or fewer,10 or fewer,3689
,,,Jul,10 or fewer,10 or fewer,10 or fewer,3866
,,,Aug,10 or fewer,10 or fewer,10 or fewer,3554
,,,Sep,10 or fewer,10 or fewer,10 or fewer,3602
,,,Oct,10 or fewer,10 or fewer,10 or fewer,3668
,,,Nov,10 or fewer,10 or fewer,10 or fewer,3344
,,,Dec,10 or fewer,10 or fewer,10 or fewer,3730
,No value,2018,Jan,10 or fewer,10 or fewer,10 or fewer,413
,,,Feb,10 or fewer,10 or fewer,10 or fewer,459
,,,Mar,10 or fewer,10 or fewer,10 or fewer,419
,,,Apr,10 or fewer,10 or fewer,10 or fewer,394
,,,May,10 or fewer,10 or fewer,10 or fewer,380
,,,Jun,10 or fewer,10 or fewer,10 or fewer,439
,,,Jul,10 or fewer,10 or fewer,10 or fewer,420
,,,Aug,10 or fewer,10 or fewer,10 or fewer,450
,,,Sep,10 or fewer,10 or fewer,10 or fewer,434
,,,Oct,10 or fewer,10 or fewer,10 or fewer,450
,,,Nov,10 or fewer,10 or fewer,10 or fewer,424
,,,Dec,10 or fewer,10 or fewer,10 or fewer,450
,"Total: Total includes all data under the West Virginia bucket, including data from rows not currently displayed.",2018,Jan,10 or fewer,10 or fewer,11,18163
,,,Feb,11,10 or fewer,10 or fewer,16627
,,,Mar,10 or fewer,10 or fewer,10 or fewer,16902
,,,Apr,12,10 or fewer,10 or fewer,17044
,,,May,10 or fewer,10 or fewer,10 or fewer,17736
,,,Jun,10 or fewer,16,10 or fewer,18078
,,,Jul,10 or fewer,28,10 or fewer,18652
,,,Aug,15,21,10 or fewer,18299
,,,Sep,10 or fewer,25,10 or fewer,19025
,,,Oct,14,10 or fewer,10 or fewer,18945
,,,Nov,10 or fewer,10 or fewer,11,17194
,,,Dec,10 or fewer,10 or fewer,10 or fewer,18611
Missouri,Less than 15 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,1439
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1447
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1312
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1155
,,,May,10 or fewer,10 or fewer,10 or fewer,1328
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1189
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1167
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1111
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1241
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1245
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1195
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1331
,≥ 15 and < 25 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,1906
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1758
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1818
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1783
,,,May,10 or fewer,10 or fewer,10 or fewer,1887
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1786
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1916
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1972
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1986
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1910
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1695
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1780
,≥ 25 and < 45 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,4396
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3930
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4192
,,,Apr,10 or fewer,10 or fewer,10 or fewer,4139
,,,May,10 or fewer,10 or fewer,10 or fewer,4402
,,,Jun,10 or fewer,20,10 or fewer,4287
,,,Jul,10 or fewer,24,10 or fewer,4652
,,,Aug,10 or fewer,10 or fewer,10 or fewer,4538
,,,Sep,10 or fewer,10 or fewer,10 or fewer,4384
,,,Oct,10 or fewer,10 or fewer,10 or fewer,4142
,,,Nov,10 or fewer,10 or fewer,10 or fewer,3922
,,,Dec,10 or fewer,10 or fewer,10 or fewer,4265
,≥ 45 and < 65 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,3924
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3497
,,,Mar,10 or fewer,10 or fewer,10 or fewer,3881
,,,Apr,10 or fewer,10 or fewer,10 or fewer,3691
,,,May,10 or fewer,10 or fewer,10 or fewer,3989
,,,Jun,10 or fewer,22,10 or fewer,4064
,,,Jul,10 or fewer,13,10 or fewer,4057
,,,Aug,10 or fewer,10 or fewer,10 or fewer,3999
,,,Sep,10 or fewer,10 or fewer,10 or fewer,3970
,,,Oct,10 or fewer,10 or fewer,10 or fewer,3785
,,,Nov,10 or fewer,10 or fewer,10 or fewer,3606
,,,Dec,10 or fewer,10 or fewer,10 or fewer,3935
,65 Years or more,2018,Jan,10 or fewer,10 or fewer,10 or fewer,4037
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3523
,,,Mar,10 or fewer,10 or fewer,10 or fewer,3919
,,,Apr,10 or fewer,10 or fewer,10 or fewer,3614
,,,May,10 or fewer,10 or fewer,10 or fewer,3817
,,,Jun,10 or fewer,11,10 or fewer,3781
,,,Jul,10 or fewer,10 or fewer,10 or fewer,3863
,,,Aug,10 or fewer,10 or fewer,10 or fewer,3755
,,,Sep,10 or fewer,10 or fewer,10 or fewer,3710
,,,Oct,10 or fewer,10 or fewer,10 or fewer,3841
,,,Nov,10 or fewer,10 or fewer,10 or fewer,3604
,,,Dec,10 or fewer,10 or fewer,10 or fewer,4008
,No value,2018,Jan,10 or fewer,10 or fewer,10 or fewer,421
,,,Feb,10 or fewer,10 or fewer,10 or fewer,454
,,,Mar,10 or fewer,10 or fewer,10 or fewer,433
,,,Apr,10 or fewer,10 or fewer,10 or fewer,346
,,,May,10 or fewer,10 or fewer,10 or fewer,384
,,,Jun,10 or fewer,10 or fewer,10 or fewer,404
,,,Jul,10 or fewer,10 or fewer,10 or fewer,377
,,,Aug,10 or fewer,10 or fewer,10 or fewer,411
,,,Sep,10 or fewer,10 or fewer,10 or fewer,388
,,,Oct,10 or fewer,10 or fewer,10 or fewer,427
,,,Nov,10 or fewer,10 or fewer,10 or fewer,399
,,,Dec,10 or fewer,10 or fewer,10 or fewer,390
,"Total: Total includes all data under the Missouri bucket, including data from rows not currently displayed.",2018,Jan,10 or fewer,10 or fewer,10 or fewer,16121
,,,Feb,10 or fewer,10 or fewer,10 or fewer,14609
,,,Mar,11,10 or fewer,10 or fewer,15555
,,,Apr,12,10 or fewer,10 or fewer,14727
,,,May,10 or fewer,23,10 or fewer,15807
,,,Jun,10 or fewer,65,10 or fewer,15510
,,,Jul,10 or fewer,56,10 or fewer,16031
,,,Aug,10 or fewer,18,10 or fewer,15785
,,,Sep,10 or fewer,16,10 or fewer,15677
,,,Oct,11,10 or fewer,10 or fewer,15347
,,,Nov,10 or fewer,10 or fewer,10 or fewer,14421
,,,Dec,10 or fewer,10 or fewer,10 or fewer,15707
Idaho,Less than 15 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,3267
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3187
,,,Mar,10 or fewer,10 or fewer,10 or fewer,2886
,,,Apr,10 or fewer,10 or fewer,10 or fewer,2666
,,,May,10 or fewer,10 or fewer,10 or fewer,2827
,,,Jun,10 or fewer,10 or fewer,10 or fewer,2531
,,,Jul,10 or fewer,10 or fewer,10 or fewer,2445
,,,Aug,10 or fewer,10 or fewer,10 or fewer,2401
,,,Sep,10 or fewer,10 or fewer,10 or fewer,2554
,,,Oct,10 or fewer,10 or fewer,10 or fewer,2483
,,,Nov,10 or fewer,10 or fewer,10 or fewer,2470
,,,Dec,10 or fewer,10 or fewer,10 or fewer,2742
,≥ 15 and < 25 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,1925
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1691
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1885
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1744
,,,May,10 or fewer,10 or fewer,10 or fewer,1866
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1727
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1950
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1870
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1852
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1755
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1646
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1760
,≥ 25 and < 45 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,3603
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3325
,,,Mar,10 or fewer,10 or fewer,10 or fewer,3545
,,,Apr,10 or fewer,10 or fewer,10 or fewer,3303
,,,May,10 or fewer,10 or fewer,10 or fewer,3542
,,,Jun,10 or fewer,10 or fewer,10 or fewer,3477
,,,Jul,10 or fewer,18,10 or fewer,3746
,,,Aug,10 or fewer,10 or fewer,10 or fewer,3691
,,,Sep,10 or fewer,10 or fewer,10 or fewer,3613
,,,Oct,10 or fewer,10 or fewer,10 or fewer,3449
,,,Nov,10 or fewer,10 or fewer,10 or fewer,3201
,,,Dec,10 or fewer,10 or fewer,10 or fewer,3498
,≥ 45 and < 65 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,2997
,,,Feb,10 or fewer,10 or fewer,10 or fewer,2715
,,,Mar,10 or fewer,10 or fewer,10 or fewer,3004
,,,Apr,10 or fewer,10 or fewer,10 or fewer,2756
,,,May,10 or fewer,10 or fewer,10 or fewer,3032
,,,Jun,10 or fewer,10 or fewer,10 or fewer,2907
,,,Jul,10 or fewer,10 or fewer,10 or fewer,3203
,,,Aug,10 or fewer,10 or fewer,10 or fewer,3045
,,,Sep,10 or fewer,10 or fewer,10 or fewer,2835
,,,Oct,10 or fewer,10 or fewer,10 or fewer,2966
,,,Nov,10 or fewer,10 or fewer,10 or fewer,2739
,,,Dec,10 or fewer,10 or fewer,10 or fewer,2892
,65 Years or more,2018,Jan,10 or fewer,10 or fewer,10 or fewer,3338
,,,Feb,10 or fewer,10 or fewer,10 or fewer,2714
