,,,Aug,11,10 or fewer,10 or fewer,5429
,,,Sep,10 or fewer,10 or fewer,10 or fewer,4934
,,,Oct,10 or fewer,10 or fewer,10 or fewer,4965
,,,Nov,10 or fewer,10 or fewer,10 or fewer,4661
,,,Dec,10 or fewer,10 or fewer,10 or fewer,4756
,65 Years or more,2021,Jan,10 or fewer,10 or fewer,10 or fewer,4904
,,,Feb,10 or fewer,10 or fewer,10 or fewer,4379
,,,Mar,10 or fewer,10 or fewer,10 or fewer,5226
,,,Apr,10 or fewer,10 or fewer,10 or fewer,5550
,,,May,10 or fewer,10 or fewer,10 or fewer,5592
,,,Jun,10 or fewer,90,10 or fewer,5707
,,,Jul,10 or fewer,10 or fewer,10 or fewer,5807
,,,Aug,10 or fewer,10 or fewer,10 or fewer,5531
,,,Sep,10 or fewer,10 or fewer,10 or fewer,5031
,,,Oct,10 or fewer,10 or fewer,10 or fewer,5166
,,,Nov,10 or fewer,10 or fewer,10 or fewer,5115
,,,Dec,10 or fewer,10 or fewer,10 or fewer,5327
,No value,2021,Jan,10 or fewer,10 or fewer,10 or fewer,632
,,,Feb,10 or fewer,10 or fewer,10 or fewer,626
,,,Mar,10 or fewer,10 or fewer,10 or fewer,606
,,,Apr,10 or fewer,10 or fewer,10 or fewer,626
,,,May,10 or fewer,10 or fewer,10 or fewer,631
,,,Jun,10 or fewer,10 or fewer,10 or fewer,660
,,,Jul,10 or fewer,10 or fewer,10 or fewer,650
,,,Aug,10 or fewer,10 or fewer,10 or fewer,596
,,,Sep,10 or fewer,10 or fewer,10 or fewer,698
,,,Oct,10 or fewer,10 or fewer,10 or fewer,703
,,,Nov,10 or fewer,10 or fewer,10 or fewer,696
,,,Dec,10 or fewer,10 or fewer,10 or fewer,692
,"Total: Total includes all data under the Washington bucket, including data from rows not currently displayed.",2021,Jan,22,10 or fewer,10 or fewer,19494
,,,Feb,27,10 or fewer,10 or fewer,17576
,,,Mar,24,10 or fewer,10 or fewer,20620
,,,Apr,36,10 or fewer,10 or fewer,22063
,,,May,41,10 or fewer,10 or fewer,22990
,,,Jun,32,214,10 or fewer,23363
,,,Jul,28,30,10 or fewer,24733
,,,Aug,38,29,10 or fewer,23837
,,,Sep,37,10 or fewer,10 or fewer,22059
,,,Oct,33,10 or fewer,10 or fewer,22214
,,,Nov,26,10 or fewer,10 or fewer,21507
,,,Dec,34,10 or fewer,10 or fewer,22522
West Virginia,Less than 15 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,1336
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1378
,,,Mar,10 or fewer,10 or fewer,10 or fewer,2156
,,,Apr,10 or fewer,10 or fewer,10 or fewer,2300
,,,May,10 or fewer,10 or fewer,10 or fewer,2452
,,,Jun,10 or fewer,10 or fewer,10 or fewer,2419
,,,Jul,10 or fewer,10 or fewer,10 or fewer,2649
,,,Aug,10 or fewer,10 or fewer,10 or fewer,2757
,,,Sep,10 or fewer,10 or fewer,10 or fewer,3242
,,,Oct,10 or fewer,10 or fewer,10 or fewer,2973
,,,Nov,10 or fewer,10 or fewer,10 or fewer,2819
,,,Dec,10 or fewer,10 or fewer,10 or fewer,3101
,≥ 15 and < 25 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,2084
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1941
,,,Mar,10 or fewer,10 or fewer,10 or fewer,2393
,,,Apr,10 or fewer,10 or fewer,10 or fewer,2551
,,,May,10 or fewer,10 or fewer,10 or fewer,2696
,,,Jun,10 or fewer,10 or fewer,10 or fewer,2491
,,,Jul,10 or fewer,10 or fewer,10 or fewer,2737
,,,Aug,10 or fewer,10 or fewer,10 or fewer,2964
,,,Sep,10 or fewer,10 or fewer,10 or fewer,2936
,,,Oct,10 or fewer,10 or fewer,10 or fewer,2759
,,,Nov,10 or fewer,10 or fewer,10 or fewer,2570
,,,Dec,10 or fewer,10 or fewer,10 or fewer,2741
,≥ 25 and < 45 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,4972
,,,Feb,10 or fewer,10 or fewer,10 or fewer,4330
,,,Mar,10 or fewer,10 or fewer,10 or fewer,5131
,,,Apr,10 or fewer,10 or fewer,10 or fewer,5473
,,,May,10 or fewer,10 or fewer,10 or fewer,5566
,,,Jun,22,10 or fewer,10 or fewer,5741
,,,Jul,10 or fewer,16,10 or fewer,6052
,,,Aug,10 or fewer,11,10 or fewer,6184
,,,Sep,10 or fewer,10 or fewer,10 or fewer,5790
,,,Oct,10 or fewer,10 or fewer,10 or fewer,5424
,,,Nov,10 or fewer,10 or fewer,10 or fewer,5165
,,,Dec,10 or fewer,10 or fewer,10 or fewer,5677
,≥ 45 and < 65 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,4788
,,,Feb,10 or fewer,10 or fewer,10 or fewer,4272
,,,Mar,10 or fewer,10 or fewer,10 or fewer,5103
,,,Apr,10 or fewer,10 or fewer,10 or fewer,5254
,,,May,10 or fewer,10 or fewer,10 or fewer,5554
,,,Jun,10 or fewer,10 or fewer,10 or fewer,5641
,,,Jul,10 or fewer,11,10 or fewer,5937
,,,Aug,10 or fewer,10 or fewer,10 or fewer,6097
,,,Sep,10 or fewer,10 or fewer,10 or fewer,5681
,,,Oct,10 or fewer,10 or fewer,10 or fewer,5452
,,,Nov,10 or fewer,10 or fewer,10 or fewer,5132
,,,Dec,10 or fewer,10 or fewer,10 or fewer,5453
,65 Years or more,2021,Jan,10 or fewer,10 or fewer,10 or fewer,4590
,,,Feb,10 or fewer,10 or fewer,10 or fewer,4047
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4867
,,,Apr,10 or fewer,10 or fewer,10 or fewer,4965
,,,May,10 or fewer,10 or fewer,10 or fewer,5221
,,,Jun,10 or fewer,12,10 or fewer,5384
,,,Jul,10 or fewer,10 or fewer,10 or fewer,5577
,,,Aug,10 or fewer,10 or fewer,10 or fewer,5604
,,,Sep,10 or fewer,10 or fewer,10 or fewer,4857
,,,Oct,10 or fewer,10 or fewer,10 or fewer,5205
,,,Nov,10 or fewer,10 or fewer,10 or fewer,5142
,,,Dec,10 or fewer,10 or fewer,10 or fewer,5465
,No value,2021,Jan,10 or fewer,10 or fewer,10 or fewer,581
,,,Feb,10 or fewer,10 or fewer,10 or fewer,590
,,,Mar,10 or fewer,10 or fewer,10 or fewer,490
,,,Apr,10 or fewer,10 or fewer,10 or fewer,492
,,,May,10 or fewer,10 or fewer,10 or fewer,558
,,,Jun,10 or fewer,10 or fewer,10 or fewer,580
,,,Jul,10 or fewer,10 or fewer,10 or fewer,546
,,,Aug,10 or fewer,10 or fewer,10 or fewer,535
,,,Sep,10 or fewer,10 or fewer,10 or fewer,700
,,,Oct,10 or fewer,10 or fewer,10 or fewer,717
,,,Nov,10 or fewer,10 or fewer,10 or fewer,707
,,,Dec,10 or fewer,10 or fewer,10 or fewer,712
,"Total: Total includes all data under the West Virginia bucket, including data from rows not currently displayed.",2021,Jan,10 or fewer,10 or fewer,12,18351
,,,Feb,10 or fewer,10 or fewer,12,16558
,,,Mar,13,10 or fewer,10 or fewer,20138
,,,Apr,13,10 or fewer,12,21034
,,,May,10 or fewer,15,13,22046
,,,Jun,25,31,10 or fewer,22252
,,,Jul,17,43,10 or fewer,23493
,,,Aug,16,28,10 or fewer,24135
,,,Sep,13,10 or fewer,10 or fewer,23203
,,,Oct,11,10 or fewer,10 or fewer,22529
,,,Nov,11,10 or fewer,10 or fewer,21533
,,,Dec,16,10 or fewer,10 or fewer,23147
Missouri,Less than 15 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,818
,,,Feb,10 or fewer,10 or fewer,10 or fewer,737
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1014
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1151
,,,May,10 or fewer,10 or fewer,10 or fewer,1274
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1494
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1583
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1408
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1505
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1439
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1402
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1457
,≥ 15 and < 25 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,1681
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1511
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1814
,,,Apr,10 or fewer,10 or fewer,10 or fewer,2011
,,,May,10 or fewer,10 or fewer,10 or fewer,2065
,,,Jun,10 or fewer,10 or fewer,10 or fewer,2046
,,,Jul,10 or fewer,10 or fewer,10 or fewer,2255
,,,Aug,10 or fewer,10 or fewer,10 or fewer,2195
,,,Sep,10 or fewer,10 or fewer,10 or fewer,2221
,,,Oct,10 or fewer,10 or fewer,10 or fewer,2091
,,,Nov,10 or fewer,10 or fewer,10 or fewer,2043
,,,Dec,10 or fewer,10 or fewer,10 or fewer,2262
,≥ 25 and < 45 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,3994
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3490
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4192
,,,Apr,10 or fewer,10 or fewer,10 or fewer,4377
,,,May,10 or fewer,10 or fewer,10 or fewer,4800
,,,Jun,10 or fewer,21,10 or fewer,4923
,,,Jul,10 or fewer,15,10 or fewer,5289
,,,Aug,10 or fewer,13,10 or fewer,5361
,,,Sep,11,10 or fewer,10 or fewer,4666
,,,Oct,15,10 or fewer,10 or fewer,4557
,,,Nov,10 or fewer,10 or fewer,10 or fewer,4399
,,,Dec,10 or fewer,10 or fewer,10 or fewer,4923
,≥ 45 and < 65 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,3592
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3217
,,,Mar,10 or fewer,10 or fewer,10 or fewer,3930
,,,Apr,10 or fewer,10 or fewer,10 or fewer,3954
,,,May,10 or fewer,10 or fewer,10 or fewer,4117
,,,Jun,10 or fewer,13,10 or fewer,4255
,,,Jul,10 or fewer,16,10 or fewer,4857
,,,Aug,10 or fewer,14,10 or fewer,4747
,,,Sep,10 or fewer,10 or fewer,10 or fewer,4299
,,,Oct,10 or fewer,10 or fewer,10 or fewer,4114
,,,Nov,10 or fewer,10 or fewer,10 or fewer,3988
,,,Dec,10 or fewer,10 or fewer,10 or fewer,4558
,65 Years or more,2021,Jan,10 or fewer,10 or fewer,10 or fewer,3844
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3447
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4126
,,,Apr,10 or fewer,10 or fewer,10 or fewer,4293
,,,May,10 or fewer,10 or fewer,10 or fewer,4494
,,,Jun,10 or fewer,10 or fewer,10 or fewer,4601
,,,Jul,10 or fewer,10 or fewer,10 or fewer,4797
,,,Aug,10 or fewer,10 or fewer,10 or fewer,4710
,,,Sep,10 or fewer,10 or fewer,10 or fewer,4455
,,,Oct,10 or fewer,10 or fewer,10 or fewer,4528
,,,Nov,10 or fewer,10 or fewer,10 or fewer,4518
,,,Dec,10 or fewer,10 or fewer,10 or fewer,5000
,No value,2021,Jan,10 or fewer,10 or fewer,10 or fewer,563
,,,Feb,10 or fewer,10 or fewer,10 or fewer,539
,,,Mar,10 or fewer,10 or fewer,10 or fewer,528
,,,Apr,10 or fewer,10 or fewer,10 or fewer,452
,,,May,10 or fewer,10 or fewer,10 or fewer,508
,,,Jun,10 or fewer,10 or fewer,10 or fewer,507
,,,Jul,10 or fewer,10 or fewer,10 or fewer,558
,,,Aug,10 or fewer,10 or fewer,10 or fewer,597
,,,Sep,10 or fewer,10 or fewer,10 or fewer,648
,,,Oct,10 or fewer,10 or fewer,10 or fewer,609
,,,Nov,10 or fewer,10 or fewer,10 or fewer,531
,,,Dec,10 or fewer,10 or fewer,10 or fewer,602
,"Total: Total includes all data under the Missouri bucket, including data from rows not currently displayed.",2021,Jan,11,10 or fewer,10 or fewer,14492
,,,Feb,17,10 or fewer,15,12941
,,,Mar,17,10 or fewer,16,15603
,,,Apr,14,10 or fewer,12,16237
,,,May,17,10 or fewer,19,17257
,,,Jun,14,47,12,17824
,,,Jul,20,51,14,19339
,,,Aug,19,40,11,19016
,,,Sep,23,10 or fewer,12,17792
,,,Oct,30,10 or fewer,10 or fewer,17337
,,,Nov,21,10 or fewer,12,16880
,,,Dec,17,10 or fewer,13,18801
Nevada,Less than 15 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,1822
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1766
,,,Mar,10 or fewer,10 or fewer,10 or fewer,2205
,,,Apr,10 or fewer,10 or fewer,10 or fewer,2504
,,,May,10 or fewer,10 or fewer,10 or fewer,2590
,,,Jun,10 or fewer,10 or fewer,10 or fewer,2672
,,,Jul,10 or fewer,10 or fewer,10 or fewer,2749
,,,Aug,10 or fewer,10 or fewer,10 or fewer,3342
,,,Sep,10 or fewer,10 or fewer,10 or fewer,3339
,,,Oct,10 or fewer,10 or fewer,10 or fewer,3294
,,,Nov,10 or fewer,10 or fewer,10 or fewer,3516
,,,Dec,10 or fewer,10 or fewer,10 or fewer,3424
,≥ 15 and < 25 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,1681
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1599
,,,Mar,10 or fewer,10 or fewer,11,1772
,,,Apr,10 or fewer,10 or fewer,12,1854
,,,May,10 or fewer,10 or fewer,10 or fewer,2036
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1977
,,,Jul,10 or fewer,10 or fewer,10 or fewer,2129
,,,Aug,10 or fewer,10 or fewer,10 or fewer,2143
,,,Sep,10 or fewer,10 or fewer,10 or fewer,2198
,,,Oct,10 or fewer,10 or fewer,16,2022
,,,Nov,10 or fewer,10 or fewer,10 or fewer,2021
,,,Dec,10 or fewer,10 or fewer,14,1865
,≥ 25 and < 45 Years,2021,Jan,10 or fewer,10 or fewer,11,4162
,,,Feb,10 or fewer,10 or fewer,11,3865
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4322
,,,Apr,10 or fewer,10 or fewer,15,4405
,,,May,10 or fewer,10 or fewer,10 or fewer,4722
,,,Jun,10 or fewer,13,17,4727
,,,Jul,10 or fewer,28,11,5157
,,,Aug,10 or fewer,10 or fewer,16,5212
,,,Sep,10 or fewer,10 or fewer,18,4573
,,,Oct,10 or fewer,10 or fewer,13,4401
,,,Nov,10 or fewer,10 or fewer,11,4186
,,,Dec,10 or fewer,10 or fewer,10 or fewer,4453
,≥ 45 and < 65 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,3519
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3129
,,,Mar,10 or fewer,10 or fewer,10 or fewer,3620
,,,Apr,10 or fewer,10 or fewer,10 or fewer,3711
,,,May,10 or fewer,10 or fewer,10 or fewer,3876
,,,Jun,10 or fewer,12,10 or fewer,3926
,,,Jul,10 or fewer,26,10 or fewer,4185
,,,Aug,10 or fewer,10 or fewer,10 or fewer,4242
,,,Sep,10 or fewer,10 or fewer,10 or fewer,3753
,,,Oct,10 or fewer,10 or fewer,10 or fewer,3765
,,,Nov,10 or fewer,10 or fewer,10 or fewer,3638
,,,Dec,10 or fewer,10 or fewer,10 or fewer,3843
,65 Years or more,2021,Jan,10 or fewer,10 or fewer,10 or fewer,2377
,,,Feb,10 or fewer,10 or fewer,10 or fewer,2285
,,,Mar,10 or fewer,10 or fewer,10 or fewer,2550
,,,Apr,10 or fewer,10 or fewer,10 or fewer,2590
,,,May,10 or fewer,10 or fewer,10 or fewer,2612
,,,Jun,10 or fewer,10 or fewer,10 or fewer,2771
,,,Jul,10 or fewer,14,10 or fewer,2970
,,,Aug,10 or fewer,10 or fewer,10 or fewer,2899
,,,Sep,10 or fewer,10 or fewer,10 or fewer,2713
,,,Oct,10 or fewer,10 or fewer,10 or fewer,2764
,,,Nov,10 or fewer,10 or fewer,10 or fewer,2712
,,,Dec,10 or fewer,10 or fewer,10 or fewer,2823
,No value,2021,Jan,10 or fewer,10 or fewer,10 or fewer,700
,,,Feb,10 or fewer,10 or fewer,10 or fewer,686
,,,Mar,10 or fewer,10 or fewer,10 or fewer,666
,,,Apr,10 or fewer,10 or fewer,10 or fewer,623
,,,May,10 or fewer,10 or fewer,10 or fewer,676
,,,Jun,10 or fewer,10 or fewer,10 or fewer,633
,,,Jul,10 or fewer,10 or fewer,10 or fewer,662
,,,Aug,10 or fewer,10 or fewer,10 or fewer,691
,,,Sep,10 or fewer,10 or fewer,10 or fewer,748
,,,Oct,10 or fewer,10 or fewer,10 or fewer,694
,,,Nov,10 or fewer,10 or fewer,10 or fewer,728
,,,Dec,10 or fewer,10 or fewer,10 or fewer,683
,"Total: Total includes all data under the Nevada bucket, including data from rows not currently displayed.",2021,Jan,10 or fewer,10 or fewer,25,14261
,,,Feb,10 or fewer,10 or fewer,19,13328
,,,Mar,10 or fewer,10 or fewer,24,15135
,,,Apr,16,10 or fewer,32,15687
,,,May,15,10 or fewer,17,16511
,,,Jun,13,39,28,16702
,,,Jul,19,75,25,17849
,,,Aug,15,19,28,18525
,,,Sep,14,10 or fewer,30,17323
,,,Oct,20,10 or fewer,33,16939
,,,Nov,14,10 or fewer,23,16800
,,,Dec,16,10 or fewer,29,17088
Idaho,Less than 15 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,1651
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1597
,,,Mar,10 or fewer,10 or fewer,10 or fewer,2005
,,,Apr,10 or fewer,10 or fewer,10 or fewer,2242
,,,May,10 or fewer,10 or fewer,10 or fewer,2504
,,,Jun,10 or fewer,13,10 or fewer,2432
,,,Jul,10 or fewer,10 or fewer,10 or fewer,2578
,,,Aug,10 or fewer,10 or fewer,10 or fewer,2736
,,,Sep,10 or fewer,10 or fewer,10 or fewer,2708
,,,Oct,10 or fewer,10 or fewer,10 or fewer,2575
,,,Nov,10 or fewer,10 or fewer,10 or fewer,2600
,,,Dec,10 or fewer,10 or fewer,10 or fewer,2609
,≥ 15 and < 25 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,1936
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1778
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1959
,,,Apr,10 or fewer,10 or fewer,10 or fewer,2123
,,,May,10 or fewer,10 or fewer,10 or fewer,2174
,,,Jun,10 or fewer,15,10 or fewer,2162
,,,Jul,10 or fewer,15,10 or fewer,2353
,,,Aug,10 or fewer,10 or fewer,10 or fewer,2381
,,,Sep,10 or fewer,10 or fewer,10 or fewer,2205
,,,Oct,10 or fewer,10 or fewer,10 or fewer,2150
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1975
,,,Dec,10 or fewer,10 or fewer,10 or fewer,2065
,≥ 25 and < 45 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,3903
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3544
,,,Mar,10 or fewer,10 or fewer,10 or fewer,3998
,,,Apr,11,10 or fewer,10 or fewer,4096
,,,May,15,10 or fewer,10 or fewer,4319
,,,Jun,12,14,10 or fewer,4394
,,,Jul,10 or fewer,18,10 or fewer,4729
,,,Aug,10 or fewer,10 or fewer,10 or fewer,4819
,,,Sep,16,10 or fewer,10 or fewer,4410
,,,Oct,10 or fewer,10 or fewer,10 or fewer,4029
,,,Nov,10 or fewer,10 or fewer,10 or fewer,3952
,,,Dec,10 or fewer,10 or fewer,10 or fewer,4097
,≥ 45 and < 65 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,3247
,,,Feb,10 or fewer,10 or fewer,10 or fewer,2936
,,,Mar,10 or fewer,10 or fewer,10 or fewer,3400
,,,Apr,10 or fewer,10 or fewer,10 or fewer,3465
,,,May,10 or fewer,10 or fewer,10 or fewer,3614
,,,Jun,10 or fewer,10 or fewer,10 or fewer,3759
,,,Jul,10 or fewer,14,10 or fewer,3979
,,,Aug,10 or fewer,10 or fewer,10 or fewer,4117
,,,Sep,10 or fewer,10 or fewer,10 or fewer,3799
,,,Oct,10 or fewer,10 or fewer,10 or fewer,3448
,,,Nov,10 or fewer,10 or fewer,10 or fewer,3366
,,,Dec,10 or fewer,10 or fewer,10 or fewer,3578
,65 Years or more,2021,Jan,10 or fewer,10 or fewer,10 or fewer,3471
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3059
,,,Mar,10 or fewer,10 or fewer,10 or fewer,3610
,,,Apr,10 or fewer,10 or fewer,10 or fewer,3602
,,,May,10 or fewer,10 or fewer,10 or fewer,3843
,,,Jun,10 or fewer,14,10 or fewer,3973
,,,Jul,10 or fewer,14,10 or fewer,4302
,,,Aug,10 or fewer,10 or fewer,10 or fewer,4265
,,,Sep,10 or fewer,10 or fewer,10 or fewer,3693
,,,Oct,10 or fewer,10 or fewer,10 or fewer,3692
,,,Nov,10 or fewer,10 or fewer,10 or fewer,3623
,,,Dec,10 or fewer,10 or fewer,10 or fewer,3915
,No value,2021,Jan,10 or fewer,10 or fewer,10 or fewer,290
,,,Feb,10 or fewer,10 or fewer,10 or fewer,305
,,,Mar,10 or fewer,10 or fewer,10 or fewer,283
,,,Apr,10 or fewer,10 or fewer,10 or fewer,279
,,,May,10 or fewer,10 or fewer,10 or fewer,246
,,,Jun,10 or fewer,10 or fewer,10 or fewer,313
,,,Jul,10 or fewer,10 or fewer,10 or fewer,284
,,,Aug,10 or fewer,10 or fewer,10 or fewer,340
,,,Sep,10 or fewer,10 or fewer,10 or fewer,442
,,,Oct,10 or fewer,10 or fewer,10 or fewer,440
,,,Nov,10 or fewer,10 or fewer,10 or fewer,352
,,,Dec,10 or fewer,10 or fewer,10 or fewer,359
,"Total: Total includes all data under the Idaho bucket, including data from rows not currently displayed.",2021,Jan,10 or fewer,10 or fewer,10 or fewer,14497
,,,Feb,15,10 or fewer,10 or fewer,13219
,,,Mar,11,10 or fewer,10 or fewer,15253
,,,Apr,17,10 or fewer,10 or fewer,15804
,,,May,27,10 or fewer,10 or fewer,16698
,,,Jun,22,66,10 or fewer,17032
,,,Jul,10 or fewer,66,10 or fewer,18224
,,,Aug,10 or fewer,11,10 or fewer,18654
,,,Sep,24,10 or fewer,10 or fewer,17256
,,,Oct,17,10 or fewer,10 or fewer,16333
,,,Nov,13,10 or fewer,10 or fewer,15866
,,,Dec,19,10 or fewer,10 or fewer,16621
Rhode Island,Less than 15 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,1740
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1647
,,,Mar,10 or fewer,10 or fewer,10 or fewer,2110
,,,Apr,10 or fewer,10 or fewer,10 or fewer,2313
,,,May,10 or fewer,10 or fewer,10 or fewer,2984
,,,Jun,10 or fewer,10 or fewer,10 or fewer,3226
,,,Jul,10 or fewer,10 or fewer,10 or fewer,3142
,,,Aug,10 or fewer,10 or fewer,10 or fewer,3201
,,,Sep,10 or fewer,10 or fewer,10 or fewer,3552
,,,Oct,10 or fewer,10 or fewer,10 or fewer,3522
,,,Nov,10 or fewer,10 or fewer,10 or fewer,3237
,,,Dec,10 or fewer,10 or fewer,10 or fewer,3307
,≥ 15 and < 25 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,1476
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1404
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1752
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1831
,,,May,10 or fewer,10 or fewer,10 or fewer,2002
,,,Jun,10 or fewer,10 or fewer,10 or fewer,2029
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1996
,,,Aug,10 or fewer,10 or fewer,10 or fewer,2027
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1969
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1974
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1876
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1874
,≥ 25 and < 45 Years,2021,Jan,18,10 or fewer,10 or fewer,3376
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3208
,,,Mar,15,10 or fewer,10 or fewer,3655
,,,Apr,20,10 or fewer,10 or fewer,3781
,,,May,19,10 or fewer,10 or fewer,4107
,,,Jun,24,10 or fewer,10 or fewer,4217
,,,Jul,21,10 or fewer,10 or fewer,4309
,,,Aug,25,10 or fewer,10 or fewer,4234
,,,Sep,18,10 or fewer,10 or fewer,3798
,,,Oct,21,10 or fewer,10 or fewer,3533
,,,Nov,20,10 or fewer,10 or fewer,3466
,,,Dec,12,10 or fewer,10 or fewer,3844
,≥ 45 and < 65 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,3288
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3191
,,,Mar,10 or fewer,10 or fewer,10 or fewer,3630
,,,Apr,10 or fewer,10 or fewer,10 or fewer,4057
,,,May,13,10 or fewer,10 or fewer,3948
,,,Jun,10 or fewer,10 or fewer,10 or fewer,4143
,,,Jul,11,10 or fewer,10 or fewer,4349
,,,Aug,10 or fewer,10 or fewer,10 or fewer,4192
,,,Sep,13,10 or fewer,10 or fewer,3735
,,,Oct,10 or fewer,10 or fewer,10 or fewer,3670
,,,Nov,10 or fewer,10 or fewer,10 or fewer,3554
,,,Dec,10 or fewer,10 or fewer,10 or fewer,3666
,65 Years or more,2021,Jan,10 or fewer,10 or fewer,10 or fewer,3499
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3244
,,,Mar,10 or fewer,10 or fewer,10 or fewer,3784
,,,Apr,10 or fewer,10 or fewer,10 or fewer,3711
,,,May,10 or fewer,10 or fewer,10 or fewer,4000
,,,Jun,10 or fewer,10 or fewer,10 or fewer,4137
,,,Jul,10 or fewer,10 or fewer,10 or fewer,4400
,,,Aug,10 or fewer,10 or fewer,10 or fewer,4203
,,,Sep,10 or fewer,10 or fewer,10 or fewer,3825
,,,Oct,10 or fewer,10 or fewer,10 or fewer,3975
,,,Nov,10 or fewer,10 or fewer,10 or fewer,3918
,,,Dec,10 or fewer,10 or fewer,10 or fewer,3990
,No value,2021,Jan,10 or fewer,10 or fewer,10 or fewer,696
,,,Feb,10 or fewer,10 or fewer,10 or fewer,671
,,,Mar,10 or fewer,10 or fewer,10 or fewer,635
,,,Apr,10 or fewer,10 or fewer,10 or fewer,680
,,,May,10 or fewer,10 or fewer,10 or fewer,674
,,,Jun,10 or fewer,10 or fewer,10 or fewer,726
,,,Jul,10 or fewer,10 or fewer,10 or fewer,667
,,,Aug,10 or fewer,10 or fewer,10 or fewer,619
,,,Sep,10 or fewer,10 or fewer,10 or fewer,675
,,,Oct,10 or fewer,10 or fewer,10 or fewer,631
,,,Nov,10 or fewer,10 or fewer,10 or fewer,625
,,,Dec,10 or fewer,10 or fewer,10 or fewer,716
,"Total: Total includes all data under the Rhode Island bucket, including data from rows not currently displayed.",2021,Jan,24,10 or fewer,10 or fewer,14074
,,,Feb,19,10 or fewer,10 or fewer,13365
,,,Mar,28,10 or fewer,10 or fewer,15566
,,,Apr,36,10 or fewer,10 or fewer,16371
,,,May,40,10 or fewer,10 or fewer,17712
,,,Jun,34,35,10 or fewer,18476
,,,Jul,39,16,10 or fewer,18859
,,,Aug,36,18,10 or fewer,18473
,,,Sep,34,10 or fewer,21,17553
,,,Oct,33,10 or fewer,10 or fewer,17303
,,,Nov,25,10 or fewer,10 or fewer,16674
,,,Dec,24,10 or fewer,10 or fewer,17395
Nebraska,Less than 15 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,1244
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1245
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1825
